PointID,Year,Site_ID,X,Y,Habitat
510,2020,Ref14_16,833930.2,841911.6,Grassland
511,2020,Ref14_18,834312.1,842054.0,Grassland
512,2020,Ref15_01,830975.2,830168.6,Grassland
513,2020,Ref15_02,830997.2,830199.3,Shrubby grassland
514,2020,Ref15_04,830871.9,830551.3,Woodland
515,2020,Ref15_05,831551.3,830769.1,Shrubland
516,2020,Ref15_06,831562.6,830827.2,Grassland
517,2020,Ref15_07,830943.5,829905.9,Grassland
518,2020,Ref15_08,830826.4,829761.1,Shrubby grassland
519,2020,Ref15_09,830564.9,829824.7,Woodland
520,2020,Ref15_10,829953.7,830007.5,Shrubland
521,2020,Ref15_11,829354.0,829564.9,Woodland
522,2020,Ref15_12,829193.4,829604.7,Woodland
523,2020,Ref15_13,828983.8,829447.2,Rural plantation
524,2020,Tru01_01,833651.3,823315.5,Woodland
525,2020,Tru01_03,833384.6,823234.1,Woodland
526,2020,Tru01_05,832900.7,823504.1,Woody shrubland
527,2020,Tru01_06,832785.4,823681.5,Woody shrubland
528,2020,Tru01_08,832748.4,824005.5,Rural plantation
529,2020,Tru01_09,832796.4,824286.5,Rural plantation
530,2020,Tru01_11,832945.0,824793.4,Woody shrubland
531,2020,Tru01_12,833090.0,824955.0,Woody shrubland
532,2020,Tru01_13,833147.6,825024.9,Shrubland
533,2020,Tru01_14,833596.4,825328.7,Rural plantation
534,2020,Tru01_15,833610.7,825434.6,Shrubland
535,2020,Tru01_16,833510.1,825722.0,Woodland
536,2020,Tru01_17,833385.4,825848.6,Woodland
537,2020,Tru01_18,833376.2,826110.2,Woodland
538,2020,Tru02_01,836718.1,832159.4,Woodland
539,2020,Tru02_02,836657.1,832445.7,Woodland
540,2020,Tru02_03,836198.7,832100.4,Woodland
541,2020,Tru02_04,835966.9,831744.2,Woodland
542,2020,Tru02_05,835333.7,829536.5,Grassland
543,2020,Tru02_08,835136.1,828831.2,Woodland
544,2020,Tru02_09,834853.0,827954.6,Shrubby grassland
545,2020,Tru02_10,834866.4,828032.1,Shrubland
546,2020,Tru02_11,834132.2,828240.7,Woodland
547,2020,Tru02_13,833725.3,828467.0,Grassland
548,2020,Tru03_03,843180.7,817949.8,Woody shrubland
549,2020,Tru03_04,843253.8,817737.5,Woody shrubland
550,2020,Tru03_05,843297.6,817646.0,Shrubland
551,2020,Tru03_06,843304.5,817393.9,Rural plantation
552,2020,Tru03_07,843321.8,817331.5,Woodland
553,2020,Tru03_08,843287.6,817278.7,Shrubland
554,2020,Tru03_09,843264.6,817186.9,Shrubby grassland
555,2020,Tru03_10,843155.4,817111.0,Shrubby grassland
556,2020,Tru03_13,843146.5,817140.7,Shrubland
557,2020,Tru03_15,842989.4,816979.0,Woodland
558,2020,Tru03_16,842979.4,817019.5,Woody shrubland
559,2020,Tru03_17,842949.4,816923.0,Woodland
560,2020,Tru03_18,842942.3,816849.6,Rural plantation
561,2020,Tru03_20,842979.7,816637.5,Grassland
562,2020,Tru03_21,842838.7,816586.6,Woodland
563,2020,Tru03_22,842742.4,816515.2,Woodland
564,2020,Tru04_01,840717.4,824703.2,Woodland
565,2020,Tru04_02,840926.8,824746.1,Woodland
566,2020,Tru04_03,841274.4,825249.8,Woody shrubland
567,2020,Tru04_05,841334.5,825392.1,Shrubland
568,2020,Tru04_06,841355.8,825421.7,Shrubby grassland
569,2020,Tru04_07,841401.1,825664.1,Woodland
570,2020,Tru04_08,841884.0,825734.3,Woody shrubland
571,2020,Tru04_09,842156.1,825837.4,Shrubby grassland
572,2020,Tru04_11,842213.1,825836.4,Shrubland
573,2020,Tru04_12,842536.4,826049.2,Grassland
574,2020,Tru04_13,842616.0,826125.2,Woodland
575,2020,Tru04_14,842954.6,826463.6,Shrubland
576,2020,Tru04_15,843043.9,826621.4,Woody shrubland
577,2020,Tru04_17,843440.0,827098.8,Rural plantation
578,2020,Tru04_19,843681.0,827089.2,Shrubland
579,2020,Tru04_20,843887.8,827293.9,Woodland
580,2020,Tru04_21,843982.4,827269.0,Grassland
581,2020,Tru04_22,844037.9,827267.7,Grassland
582,2020,Tru04_23,844310.3,827222.3,Shrubby grassland
583,2020,Tru05_01,815930.3,828448.2,Woodland
584,2020,Tru05_02,816249.8,828388.6,Shrubby grassland
585,2020,Tru05_05,816515.2,828442.2,Woody shrubland
586,2020,Tru05_06,816695.9,828409.5,Shrubland
587,2020,Tru05_07,816761.4,828351.0,Shrubby grassland
588,2020,Tru05_08,816854.5,828364.9,Woodland
589,2020,Tru05_09,816918.0,828394.7,Shrubby grassland
590,2020,Tru05_11,817031.2,828390.3,Rural plantation
591,2020,Tru05_13,816963.5,828663.6,Rural plantation
592,2020,Tru05_15,816774.2,828784.0,Shrubland
593,2020,Tru05_17,816822.0,828896.5,Shrubby grassland
594,2020,Tru05_19,816942.4,829338.5,Shrubby grassland
595,2020,Tru05_20,816881.2,829480.7,Shrubland
596,2020,Tru06_02,820352.1,834768.2,Woodland
597,2020,Tru06_04,820108.0,834836.7,Shrubby grassland
598,2020,Tru06_06,819807.2,834886.1,Rural plantation
599,2020,Tru06_07,819837.3,834946.4,Grassland
600,2020,Tru06_08,819798.4,834971.3,Grassland
601,2020,Tru06_11,819638.9,835127.2,Grassland
602,2020,Tru06_12,819627.8,835311.9,Shrubby grassland
603,2020,Tru06_13,819700.2,835358.8,Grassland
604,2020,Tru06_16,819846.6,835766.5,Grassland
605,2020,Tru06_27,819072.8,838521.6,Woodland
606,2020,Tru07_02,825250.8,838594.2,Grassland
607,2020,Tru07_03,825157.4,838574.3,Bare rock/ soil
608,2020,Tru07_04,825278.4,838479.9,Woodland
609,2020,Tru07_08,825499.5,839677.0,Grassland
610,2020,Tru07_14,825598.7,840307.5,Grassland
611,2020,Tru07_15,825764.4,840375.0,Woodland
612,2020,Tru07_17,826036.0,840590.0,Grassland
613,2020,Tru08_01,810211.4,828129.6,Woodland
614,2020,Tru08_02,810303.4,828209.3,Woody shrubland
615,2020,Tru08_03,810285.0,828237.9,Woody shrubland
616,2020,Tru08_08,809707.5,828123.4,Rural plantation
617,2020,Tru08_09,809624.5,828174.2,Rural plantation
618,2020,Tru08_10,809623.4,828258.1,Grassland
619,2020,Tru08_14,809493.3,828375.9,Shrubby grassland
620,2020,Tru08_15,809574.6,828339.5,Grassland
621,2020,Tru08_16,809672.3,828123.2,Shrubland
622,2020,Tru08_18,809499.1,828897.4,Woody shrubland
623,2020,Tru08_22,810804.6,826183.1,Woodland
624,2020,Tru08_23,810959.9,826099.6,Rural plantation
625,2020,Tru09_02,828336.6,826305.2,Woody shrubland
626,2020,Tru09_04,827809.4,826504.3,Shrubland
627,2020,Tru09_05,827725.3,826532.4,Woody shrubland
628,2020,Tru09_07,827594.0,826506.5,Shrubby grassland
629,2020,Tru09_09,827502.8,826470.0,Rural plantation
630,2020,Tru09_10,827078.8,826630.0,Grassland
631,2020,Tru09_12,826941.0,826660.1,Grassland
632,2020,Tru09_13,826583.7,827288.8,Shrubland
633,2020,Tru09_14,826450.9,827473.7,Rural plantation
634,2020,Tru09_15,825870.8,827528.8,Rural plantation
635,2020,Tru09_16,825675.3,827614.2,Woodland
636,2020,Tru09_17,824871.0,827235.7,Shrubland
637,2020,Tru09_18,824548.5,827384.9,Rural plantation
638,2020,Tru09_20,824424.2,826723.3,Woodland
639,2020,Tru09_21,824267.9,826719.5,Bare rock/ soil
640,2020,Tru09_22,824433.3,826291.6,Shrubland
641,2020,Tru09_23,824492.1,826202.8,Shrubby grassland
642,2020,Tru09_25,824567.0,825849.8,Shrubland
643,2020,Tru10_01,822773.4,822320.0,Woodland
644,2020,Tru10_03,823085.6,822371.8,Shrubby grassland
645,2020,Tru10_04,823408.6,822458.9,Shrubland
646,2020,Tru10_05,823574.1,822467.4,Shrubby grassland
647,2020,Tru10_06,823600.8,822268.4,Shrubland
648,2020,Tru10_07,823576.8,822240.6,Woody shrubland
649,2020,Tru10_08,823608.8,822176.3,Shrubland
650,2020,Tru10_13,823729.9,821373.1,Woodland
651,2020,Tru10_16,823683.6,821376.3,Shrubland
652,2020,Tru10_18,823567.3,821471.2,Shrubby grassland
653,2020,Tru10_19,823383.3,821441.9,Shrubby grassland
654,2020,Tru10_20,823301.3,821446.5,Shrubland
655,2020,Tru10_21,823053.8,821472.1,Shrubby grassland
656,2020,Tru10_22,822960.2,821492.6,Grassland
657,2020,Tru11_07,818615.9,814786.1,Shrubland
658,2020,Tru11_09,818858.7,814955.2,Shrubby grassland
659,2020,Tru11_10,818904.1,815152.2,Rural plantation
660,2020,Tru11_12,819095.6,815406.2,Shrubby grassland
661,2020,Tru11_14,819206.3,815521.2,Woodland
662,2020,Tru11_15,819493.9,815647.8,Woodland
663,2020,Tru11_16,819770.4,815681.3,Woodland
664,2020,Tru11_17,819773.5,815733.6,Woodland
665,2020,Tru11_18,820073.2,815861.4,Rural plantation
666,2020,Tru11_20,820178.8,816063.4,Woodland
667,2020,Tru12_03,815846.5,811506.4,Grassland
668,2020,Tru12_09,816359.1,811125.6,Woodland
669,2020,Tru12_11,817149.5,811100.7,Woodland
670,2020,Tru12_12,817297.7,811224.8,Grassland
671,2020,Tru12_14,817343.3,811403.7,Mixed barren land
672,2020,Tru12_17,816785.4,810716.0,Woodland
673,2020,Tru12_18,816708.5,810526.5,Woody shrubland
674,2020,Tru12_19,816671.2,810459.3,Woody shrubland
675,2020,Tru12_22,816485.7,810300.6,Shrubland
676,2020,Tru12_23,816463.2,810268.0,Bare rock/ soil
677,2020,Tru13_01,806854.5,811790.9,Grassland
678,2020,Tru13_02,806775.6,811691.2,Rural plantation
679,2020,Tru13_03,806544.3,811430.8,Woody shrubland
680,2020,Tru13_04,806531.4,811317.6,Shrubby grassland
681,2020,Tru13_05,806507.8,811282.9,Grassland
682,2020,Tru13_06,806371.2,811065.2,Woodland
683,2020,Tru13_07,806230.8,810832.3,Shrubby grassland
684,2020,Tru13_08,806157.8,810767.1,Grassland
685,2020,Tru13_09,806060.9,810635.9,Grassland
686,2020,Tru13_11,805904.9,810509.6,Grassland
687,2020,Tru13_12,805878.8,810406.7,Shrubland
688,2020,Tru13_13,805592.1,810345.5,Grassland
689,2020,Tru13_15,805187.3,810223.2,Shrubland
690,2020,Tru13_17,804712.1,810299.7,Shrubland
691,2020,Tru13_18,804481.4,810633.3,Woodland
692,2020,Tru13_19,804575.5,810701.0,Rural plantation
693,2020,Tru13_20,804612.0,811625.7,Woodland
694,2020,Tru14_01,808530.5,812871.9,Woodland
695,2020,Tru14_02,808793.4,812874.1,Rural plantation
696,2020,Tru14_03,809019.3,812936.5,Woodland
697,2020,Tru14_04,809153.1,812992.2,Shrubland
698,2020,Tru14_06,809243.7,813199.1,Woody shrubland
699,2020,Tru14_07,809300.4,813441.4,Woody shrubland
700,2020,Tru14_08,809368.5,813567.5,Shrubby grassland
701,2020,Tru14_09,809395.3,813765.9,Woodland
702,2020,Tru14_10,809347.1,813889.7,Woodland
703,2020,Tru14_11,809255.8,814072.1,Woodland
704,2020,Tru14_12,809091.1,814490.0,Woody shrubland
705,2020,Tru14_13,808941.7,814595.8,Shrubby grassland
706,2020,Tru14_14,808803.1,814607.9,Shrubland
707,2020,Tru14_15,808558.5,814435.0,Shrubby grassland
708,2020,Tru14_16,808503.2,814277.7,Woodland
709,2020,Tru14_18,808342.6,813698.5,Woody shrubland
710,2020,Tru14_19,808278.9,813441.8,Woodland
711,2020,Tru14_20,808200.2,813374.2,Woody shrubland
712,2020,Tru15_01,844202.8,813680.7,Woodland
713,2020,Tru15_02,844012.8,813299.0,Woodland
714,2020,Tru15_03,843926.9,813056.4,Shrubland
715,2020,Tru15_04,843911.0,812973.7,Shrubland
716,2020,Tru15_05,843957.7,812827.4,Shrubland
717,2020,Tru15_06,843897.0,812862.2,Woody shrubland
718,2020,Tru15_07,843750.0,812914.8,Woody shrubland
719,2020,Tru15_08,843458.3,812973.9,Woodland
720,2020,Tru15_09,843816.4,812867.1,Woody shrubland
721,2020,Tru15_11,843436.6,812721.4,Woody shrubland
722,2020,Tru15_12,842986.1,812903.5,Woodland
723,2020,Tru15_14,843409.7,812470.5,Woodland
724,2020,Tru15_18,843700.4,811975.9,Shrubby grassland
725,2020,Tru15_19,843735.0,811982.5,Grassland
726,2020,Tru16_01,838617.2,815946.7,Woodland
727,2020,Tru16_02,838465.9,815871.5,Rural plantation
728,2020,Tru16_04,838325.5,815922.5,Woody shrubland
729,2020,Tru16_05,838419.0,815773.6,Woody shrubland
730,2020,Tru16_07,838439.6,815483.8,Shrubby grassland
731,2020,Tru16_08,838555.5,815292.9,Woodland
732,2020,Tru16_09,838808.3,815096.6,Shrubby grassland
733,2020,Tru16_10,839147.8,815350.1,Shrubland
734,2020,Tru16_12,839218.3,815383.2,Shrubby grassland
735,2020,Tru16_15,839490.2,815523.5,Woodland
736,2020,Tru16_16,839314.7,815730.1,Woody shrubland
737,2020,Tru17_01,837356.3,813178.8,Woodland
738,2020,Tru17_04,836532.5,813505.1,Woody shrubland
739,2020,Tru17_05,836361.7,813577.3,Woody shrubland
740,2020,Tru17_06,836307.8,813450.0,Shrubland
741,2020,Tru17_08,836162.4,813293.0,Shrubland
742,2020,Tru17_09,836187.7,813114.8,Shrubland
743,2020,Tru17_10,836155.2,813088.8,Shrubland
744,2020,Tru17_12,835666.8,813394.5,Woodland
745,2020,Tru17_13,835810.2,812832.4,Woodland
746,2020,Tru17_14,835326.9,812915.4,Woody shrubland
747,2020,Tru17_15,835387.4,812636.1,Shrubland
748,2020,Tru17_16,835103.7,812554.1,Shrubland
749,2020,Tru17_17,835014.3,812465.8,Shrubland
750,2020,Tru17_19,834698.8,812567.5,Rural plantation
751,2020,Tru17_21,834360.0,812703.9,Woodland
752,2020,Tru18_01,845435.4,825979.2,Woodland
753,2020,Tru18_02,845562.9,826069.7,Woodland
754,2020,Tru18_03,845741.2,826084.3,Woodland
755,2020,Tru18_04,845908.0,826015.2,Rural plantation
756,2020,Tru18_05,845891.7,825591.9,Woodland
757,2020,Tru18_06,845986.8,825312.1,Woodland
758,2020,Tru18_07,845974.5,825038.5,Woodland
759,2020,Tru18_08,846208.0,824699.2,Shrubland
760,2020,Tru18_09,846324.4,824558.7,Woodland
761,2020,Tru18_10,846316.7,824518.8,Rural plantation
762,2020,Tru18_11,846455.8,824275.9,Shrubland
763,2020,Tru18_12,846372.1,823856.1,Woody shrubland
764,2020,Tru18_14,846363.6,823766.8,Shrubby grassland
765,2020,Tru18_15,846425.1,824429.1,Woodland
766,2020,Tru18_16,845998.6,824889.5,Grassland
767,2020,Tru18_17,845972.2,824775.1,Shrubby grassland
768,2020,Tru18_18,845840.2,824538.7,Shrubby grassland
769,2020,Tru18_19,845732.3,824462.2,Woodland
770,2020,Tru18_20,845644.9,824319.7,Woody shrubland
771,2020,Tru19_02,847917.4,812827.3,Woodland
772,2020,Tru19_03,847437.9,812678.7,Shrubland
773,2020,Tru19_04,847329.4,812625.2,Shrubby grassland
774,2020,Tru19_06,847260.9,812343.2,Shrubland
775,2020,Tru19_07,847427.0,811924.2,Shrubland
776,2020,Tru19_09,847369.4,812561.2,Shrubby grassland
777,2020,Tru19_11,847487.8,812706.7,Woodland
778,2020,Tru19_12,848152.2,813059.7,Shrubby grassland
779,2020,Tru19_13,848200.6,813071.4,Grassland
780,2020,Tru19_14,848438.4,813115.1,Grassland
781,2020,Tru19_16,848491.3,813037.5,Rural plantation
782,2020,Tru19_20,848498.2,813277.6,Grassland
783,2020,Tru20_01,828108.9,842524.7,Grassland
784,2020,Tru20_02,828141.2,842615.6,Woodland
785,2020,Tru20_09,828911.7,843368.1,Woodland
786,2020,Tru20_10,829029.3,843262.8,Grassland
787,2020,Tru20_11,829118.5,843123.4,Shrubby grassland
788,2020,Tru20_12,829434.8,842534.4,Woody shrubland
789,2020,Tru21_01,827511.1,838999.3,Woodland
790,2020,Tru21_05,828114.6,838375.8,Grassland
791,2020,Tru21_07,828501.8,838341.5,Grassland
792,2020,Tru21_09,829449.1,838396.2,Woodland
793,2020,Tru21_11,829331.4,838487.0,Grassland
794,2020,Tru21_12,829344.2,838499.7,Shrubby grassland
795,2020,Tru21_14,829988.7,838011.0,Woodland
796,2020,Tru21_15,830552.8,838176.9,Grassland
797,2020,Tru22_01,842985.5,840645.9,Woodland
798,2020,Tru22_02,843041.4,840673.2,Grassland
799,2020,Tru22_03,843197.9,840588.1,Grassland
800,2020,Tru22_05,844078.2,840619.1,Shrubland
801,2020,Tru22_07,844771.9,840732.3,Shrubby grassland
802,2020,Tru22_08,844917.5,840775.1,Shrubby grassland
803,2020,Tru22_09,845080.0,840811.4,Woodland
804,2020,Tru22_10,845228.1,840840.6,Woody shrubland
805,2020,Tru22_11,845720.1,841338.3,Shrubby grassland
806,2020,Tru22_12,845787.2,841453.1,Shrubby grassland
807,2020,Tru22_13,845799.6,841482.4,Woody shrubland
808,2020,Tru22_14,845874.7,841567.1,Woodland
809,2020,Tru22_27,845618.6,840429.5,Woody shrubland
810,2020,Tru22_28,845459.0,840428.0,Woody shrubland
811,2020,Tru22_30,845064.7,840358.6,Woodland
812,2020,Tru22_31,844676.3,840334.0,Woodland
813,2020,Tru22_32,844506.6,840398.3,Grassland
814,2020,Tru23_01,832470.8,834682.8,Woodland
815,2020,Tru23_03,832680.6,834667.1,Grassland
816,2020,Tru23_04,833027.2,834485.8,Woodland
817,2020,Tru23_05,833070.0,834378.2,Woodland
818,2020,Tru23_06,833141.8,834266.0,Woodland
819,2020,Tru23_07,833125.4,834035.9,Grassland
820,2020,Tru23_08,833254.6,834019.0,Shrubland
821,2020,Tru23_09,833295.5,833989.4,Woody shrubland
822,2020,Tru23_10,833488.1,833850.7,Woodland
823,2020,Tru23_11,833574.2,833612.1,Shrubby grassland
824,2020,Tru23_13,833985.8,833147.6,Woodland
825,2020,Tru23_16,834427.7,833043.8,Woody shrubland
826,2020,Tru23_17,834609.1,833014.5,Grassland
827,2020,Tru23_19,835037.4,833487.8,Rural plantation
828,2020,Tru24_01,835513.7,839721.7,Woodland
829,2020,Tru24_03,835529.7,839650.5,Rural plantation
830,2020,Tru24_04,835561.4,839574.8,Rural plantation
831,2020,Tru24_05,835656.6,839348.1,Woody shrubland
832,2020,Tru24_06,836038.5,839124.8,Woodland
833,2020,Tru24_07,836026.5,838937.8,Shrubland
834,2020,Tru24_08,835789.6,838538.8,Rural plantation
835,2020,Tru24_09,835767.2,838303.3,Rural plantation
836,2020,Tru24_10,835756.7,837974.3,Woodland
837,2020,Tru24_11,835629.5,837504.6,Woody shrubland
838,2020,Tru24_12,835527.1,837317.4,Shrubby grassland
839,2020,Tru24_13,835489.4,837239.4,Shrubland
840,2020,Tru24_14,835477.1,837136.3,Shrubby grassland
841,2020,Tru24_15,835404.7,836944.4,Shrubland
842,2020,Tru24_16,835276.0,836423.3,Woody shrubland
843,2020,Tru24_17,834491.3,835734.5,Woodland
844,2020,Tru24_18,834442.3,835582.4,Woody shrubland
845,2020,Tru25_01,852619.8,831637.6,Woodland
846,2020,Tru25_02,853344.6,831753.0,Woodland
847,2020,Tru25_03,853390.7,831644.6,Woody shrubland
848,2020,Tru25_05,853902.7,831394.1,Woodland
849,2020,Tru25_14,853097.3,831945.6,Woody shrubland
850,2020,Tru25_15,852922.4,831998.4,Woodland
851,2020,Tru25_16,852604.6,832019.6,Grassland
852,2020,Tru25_19,852567.5,832273.1,Shrubland
853,2020,Tru25_20,852662.4,832792.6,Woodland
854,2020,Tru26_01,851558.4,833118.6,Rural plantation
855,2020,Tru26_02,851353.2,833107.1,Rural plantation
856,2020,Tru26_03,851123.1,833063.7,Woodland
857,2020,Tru26_04,850990.9,833100.3,Woodland
858,2020,Tru26_05,850675.5,832818.2,Woodland
859,2020,Tru26_06,850672.0,832764.1,Woodland
860,2020,Tru26_07,850503.4,832629.5,Woodland
861,2020,Tru26_08,850397.5,832462.5,Woody shrubland
862,2020,Tru26_09,850091.3,831967.1,Woodland
863,2020,Tru26_10,850330.9,831886.9,Shrubby grassland
864,2020,Tru26_11,850537.6,831836.8,Woodland
865,2020,Tru26_12,850731.8,831721.0,Shrubland
866,2020,Tru26_13,851247.5,831411.7,Grassland
867,2020,Tru26_14,851362.7,831442.9,Shrubby grassland
868,2020,Tru26_16,851585.2,831459.4,Shrubland
869,2020,Tru26_19,852095.5,831341.0,Woody shrubland
870,2020,Tru26_20,852180.3,831236.6,Woodland
871,2020,Tru27_06,822523.6,816031.5,Shrubland
872,2020,Tru27_07,822532.7,816051.6,Woody shrubland
873,2020,Tru27_08,822593.9,816196.9,Grassland
874,2020,Tru27_09,822619.4,816163.5,Rural plantation
875,2020,Tru27_12,822838.3,816135.4,Shrubby grassland
876,2020,Tru27_13,822368.5,816055.0,Woodland
877,2020,Tru27_17,822339.0,816888.3,Woodland
878,2020,Tru27_20,822523.7,816973.5,Woody shrubland
879,2020,Tru28_02,831402.4,807065.5,Woodland
880,2020,Tru28_04,830949.9,807465.4,Woodland
881,2020,Tru28_05,830968.8,807627.2,Shrubland
882,2020,Tru28_06,830865.2,807834.6,Shrubby grassland
883,2020,Tru28_08,830756.1,808209.0,Mixed barren land
884,2020,Tru28_09,830637.6,808218.2,Shrubby grassland
885,2020,Tru28_11,830515.5,808609.8,Grassland
886,2020,Tru28_12,830475.3,808735.0,Woodland
887,2020,Tru28_14,830481.0,808897.2,Woodland
888,2020,Tru28_15,830242.3,809010.3,Woodland
889,2020,Tru28_17,829706.3,809541.7,Woodland
890,2020,Tru29_03,856525.7,825079.5,Bare rock/ soil
891,2020,Tru29_04,856500.7,825184.2,Bare rock/ soil
892,2020,Tru29_09,856522.6,825823.8,Shrubby grassland
893,2020,Tru29_10,856480.5,825872.2,Shrubland
894,2020,Tru29_11,856499.5,825893.2,Woody shrubland
895,2020,Tru29_12,856555.3,825929.2,Shrubland
896,2020,Tru29_18,857120.8,826644.0,Shrubby grassland
897,2020,Tru29_19,857205.7,826643.3,Shrubby grassland
898,2020,Tru29_20,857156.8,826823.3,Shrubland
899,2020,Tru29_22,856979.6,827327.1,Shrubland
900,2020,Tru29_23,856870.3,827715.0,Shrubland
901,2020,Tru29_24,856729.3,827835.7,Shrubland
902,2020,Tru29_25,856638.8,827880.6,Shrubby grassland
903,2020,Tru29_26,856395.4,827787.8,Shrubby grassland
904,2020,Tru29_27,856185.7,827572.7,Shrubby grassland
905,2020,Tru29_30,855772.2,827894.7,Woody shrubland
906,2020,Tru29_31,855686.2,827977.6,Woodland
907,2020,Tru29_32,855218.9,828136.0,Rural plantation
908,2020,Tru30_04,855309.0,836386.3,Woody shrubland
909,2020,Tru30_11,855341.3,836946.4,Grassland
910,2020,Tru30_12,855425.9,836892.7,Bare rock/ soil
911,2020,Tru30_13,855569.4,837238.5,Woody shrubland
912,2020,Tru30_14,855577.4,837418.5,Woodland
913,2020,Tru30_15,855414.7,837156.5,Woodland
