ID,index,GEE_ID,LANDSAT_PRODUCT_ID,SPACECRAFT_ID,SENSOR_ID,Date,Time,WRS_TYPE,WRS_PATH,WRS_ROW,CloudCover,SunAzimuth,SunElevation,SunZenith,RemainAfterPreprocess,Period,CountValidPixel,Percentile
1,LM01_130044_19731031,LANDSAT/LM01/C02/T2/LM01_130044_19731031,LM01_L1TP_130044_19731031_20200909_02_T2,LANDSAT_1,MSS,31/10/1973,02:15:52.9500000Z,1,130,44,0,142.08,44.48,45.52,Yes,1975,1090609,100
2,LM01_130045_19731031,LANDSAT/LM01/C02/T2/LM01_130045_19731031,LM01_L1TP_130045_19731031_20200909_02_T2,LANDSAT_1,MSS,31/10/1973,02:16:18.5000000Z,1,130,45,0,140.88,45.44,44.56,No,,,
3,LM01_131044_19731225,LANDSAT/LM01/C02/T2/LM01_131044_19731225,LM01_L1TP_131044_19731225_20200908_02_T2,LANDSAT_1,MSS,25/12/1973,02:21:03.5000000Z,1,131,44,0,144.74,34.53,55.47,Yes,1975,1032303,100
4,LM01_131045_19731225,LANDSAT/LM01/C02/T2/LM01_131045_19731225,LM01_L1TP_131045_19731225_20200908_02_T2,LANDSAT_1,MSS,25/12/1973,02:21:28.5000000Z,1,131,45,2,143.91,35.55,54.45,No,,,
5,LM02_131044_19751118,LANDSAT/LM02/C02/T2/LM02_131044_19751118,LM02_L1GS_131044_19751118_20200908_02_T2,LANDSAT_2,MSS,18/11/1975,02:10:33.7700000Z,1,131,44,0,142.77,38.60,51.40,No,,,
6,LM02_131044_19751224,LANDSAT/LM02/C02/T2/LM02_131044_19751224,LM02_L1TP_131044_19751224_20200908_02_T2,LANDSAT_2,MSS,24/12/1975,02:10:07.5000000Z,1,131,44,0,142.65,33.04,56.96,Yes,1975,859998,25
7,LM02_131044_19760129,LANDSAT/LM02/C02/T2/LM02_131044_19760129,LM02_L1TP_131044_19760129_20200908_02_T2,LANDSAT_2,MSS,29/1/1976,02:09:44.7300000Z,1,131,44,12,135.25,34.99,55.01,No,,,
8,LM02_131044_19761112,LANDSAT/LM02/C02/T2/LM02_131044_19761112,LM02_L1GS_131044_19761112_20200907_02_T2,LANDSAT_2,MSS,12/11/1976,02:01:24.9000000Z,1,131,44,10,139.56,38.49,51.51,No,,,
9,LM02_130044_19761129,LANDSAT/LM02/C02/T2/LM02_130044_19761129,LM02_L1TP_130044_19761129_20200907_02_T2,LANDSAT_2,MSS,29/11/1976,01:54:57.0880000Z,1,130,44,0,141.41,34.89,55.11,Yes,1975,624192,50
10,LM02_131044_19761130,LANDSAT/LM02/C02/T2/LM02_131044_19761130,LM02_L1TP_131044_19761130_20200907_02_T2,LANDSAT_2,MSS,30/11/1976,02:00:39.0740000Z,1,131,44,0,141.45,34.71,55.29,Yes,1975,1015682,75
11,LM02_130044_19761217,LANDSAT/LM02/C02/T2/LM02_130044_19761217,LM02_L1TP_130044_19761217_20200907_02_T2,LANDSAT_2,MSS,17/12/1976,01:54:12.4000000Z,1,130,44,14,140.98,32.12,57.88,No,,,
12,LM02_131044_19770105,LANDSAT/LM02/C02/T2/LM02_131044_19770105,LM02_L1TP_131044_19770105_20200907_02_T2,LANDSAT_2,MSS,5/1/1977,01:59:08.7200000Z,1,131,44,4,138.41,31.14,58.86,No,,,
13,LM02_131044_19770123,LANDSAT/LM02/C02/T2/LM02_131044_19770123,LM02_L1TP_131044_19770123_20200907_02_T2,LANDSAT_2,MSS,23/1/1977,01:58:28.9800000Z,1,131,44,7,134.40,32.33,57.67,Yes,1975,915105,50
14,LM02_131044_19770210,LANDSAT/LM02/C02/T2/LM02_131044_19770210,LM02_L1TP_131044_19770210_20200907_02_T2,LANDSAT_2,MSS,10/2/1977,01:57:48.5000000Z,1,131,44,0,129.39,35.30,54.70,Yes,1975,813141,0
15,LM02_130044_19770404,LANDSAT/LM02/C02/T2/LM02_130044_19770404,LM02_L1TP_130044_19770404_20200907_02_T2,LANDSAT_2,MSS,4/4/1977,01:49:42.2200000Z,1,130,44,12,109.27,49.01,40.99,No,,,
16,LM02_130044_19770615,LANDSAT/LM02/C02/T2/LM02_130044_19770615,LM02_L1TP_130044_19770615_20200907_02_T2,LANDSAT_2,MSS,15/6/1977,01:45:56.5100000Z,1,130,44,6,81.83,54.60,35.40,Yes,1975,503650,25
17,LM02_130044_19770808,LANDSAT/LM02/C02/T2/LM02_130044_19770808,LM02_L1TP_130044_19770808_20200907_02_T2,LANDSAT_2,MSS,8/8/1977,01:43:12.4500000Z,1,130,44,12,92.62,51.22,38.78,Yes,1975,229389,0
18,LM02_131044_19770914,LANDSAT/LM02/C02/T2/LM02_131044_19770914,LM02_L1TP_131044_19770914_20200907_02_T2,LANDSAT_2,MSS,14/9/1977,01:46:47.1600000Z,1,131,44,4,111.91,47.77,42.23,No,,,
19,LM02_130044_19771019,LANDSAT/LM02/C02/T2/LM02_130044_19771019,LM02_L1TP_130044_19771019_20200907_02_T2,LANDSAT_2,MSS,19/10/1977,01:39:04.1230000Z,1,130,44,0,128.56,41.37,48.63,Yes,1975,905161,75
20,LM02_130044_19771106,LANDSAT/LM02/C02/T2/LM02_130044_19771106,LM02_L1TP_130044_19771106_20200907_02_T2,LANDSAT_2,MSS,6/11/1977,01:38:06.2000000Z,1,130,44,0,134.25,37.11,52.89,No,,,
21,LM02_131044_19771107,LANDSAT/LM02/C02/T2/LM02_131044_19771107,LM02_L1TP_131044_19771107_20200907_02_T2,LANDSAT_2,MSS,7/11/1977,01:43:47.8370000Z,1,131,44,6,134.51,37.04,52.96,No,,,
22,LM02_131044_19780506,LANDSAT/LM02/C02/T2/LM02_131044_19780506,LM02_L1TP_131044_19780506_20200906_02_T2,LANDSAT_2,MSS,6/5/1978,01:48:04.0840000Z,1,131,44,2,93.23,53.24,36.76,Yes,1980,946818,50
23,LM02_131045_19780506,LANDSAT/LM02/C02/T2/LM02_131045_19780506,LM02_L1TP_131045_19780506_20200907_02_T2,LANDSAT_2,MSS,6/5/1978,01:48:29.0820000Z,1,131,45,14,91.20,53.05,36.95,No,,,
24,LM02_131044_19780611,LANDSAT/LM02/C02/T2/LM02_131044_19780611,LM02_L1TP_131044_19780611_20200907_02_T2,LANDSAT_2,MSS,11/6/1978,01:49:41.0970000Z,1,131,44,10,82.11,54.44,35.56,Yes,1980,715757,30
25,LM02_131045_19780611,LANDSAT/LM02/C02/T2/LM02_131045_19780611,LM02_L1TP_131045_19780611_20200906_02_T2,LANDSAT_2,MSS,11/6/1978,01:50:06.0880000Z,1,131,45,2,80.10,53.97,36.03,No,,,
26,LM02_131044_19780629,LANDSAT/LM02/C02/T2/LM02_131044_19780629,LM02_L1TP_131044_19780629_20200906_02_T2,LANDSAT_2,MSS,29/6/1978,01:50:32.0850000Z,1,131,44,13,81.61,53.81,36.19,Yes,1980,690523,20
27,LM03_130044_19780707,LANDSAT/LM03/C02/T2/LM03_130044_19780707,LM03_L1TP_130044_19780707_20200907_02_T2,LANDSAT_3,MSS,7/7/1978,02:06:38.3130000Z,1,130,44,6,83.80,58.30,31.70,Yes,1980,545707,50
28,LM02_130044_19780716,LANDSAT/LM02/C02/T2/LM02_130044_19780716,LM02_L1TP_130044_19780716_20200906_02_T2,LANDSAT_2,MSS,16/7/1978,01:45:39.0320000Z,1,130,44,9,84.50,53.11,36.89,Yes,1980,451263,0
29,LM02_131044_19780717,LANDSAT/LM02/C02/T2/LM02_131044_19780717,LM02_L1TP_131044_19780717_20200906_02_T2,LANDSAT_2,MSS,17/7/1978,01:51:26.0820000Z,1,131,44,2,84.77,53.07,36.93,Yes,1980,905104,40
30,LM02_131045_19780717,LANDSAT/LM02/C02/T2/LM02_131045_19780717,LM02_L1TP_131045_19780717_20200906_02_T2,LANDSAT_2,MSS,17/7/1978,01:51:51.0780000Z,1,131,45,8,82.82,52.67,37.33,No,,,
31,LM03_130044_19780812,LANDSAT/LM03/C02/T2/LM03_130044_19780812,LM03_L1TP_130044_19780812_20200906_02_T2,LANDSAT_3,MSS,12/8/1978,02:07:07.0460000Z,1,130,44,15,97.46,56.59,33.41,No,,,
32,LM03_130044_19780830,LANDSAT/LM03/C02/T2/LM03_130044_19780830,LM03_L1TP_130044_19780830_20200906_02_T2,LANDSAT_3,MSS,30/8/1978,02:07:18.0940000Z,1,130,44,4,107.97,55.23,34.77,No,,,
33,LM03_131044_19780831,LANDSAT/LM03/C02/T2/LM03_131044_19780831,LM03_L1TP_131044_19780831_20200906_02_T2,LANDSAT_3,MSS,31/8/1978,02:13:03.0800000Z,1,131,44,5,108.59,55.13,34.87,Yes,1980,666539,10
34,LM03_131045_19780831,LANDSAT/LM03/C02/T2/LM03_131045_19780831,LM03_L1TP_131045_19780831_20200906_02_T2,LANDSAT_3,MSS,31/8/1978,02:13:28.0690000Z,1,131,45,3,106.41,55.32,34.68,No,,,
35,LM03_130044_19780917,LANDSAT/LM03/C02/T2/LM03_130044_19780917,LM03_L1TP_130044_19780917_20200906_02_T2,LANDSAT_3,MSS,17/9/1978,02:07:27.5350000Z,1,130,44,5,119.15,52.97,37.03,No,,,
36,LM03_131044_19780918,LANDSAT/LM03/C02/T2/LM03_131044_19780918,LM03_L1TP_131044_19780918_20200906_02_T2,LANDSAT_3,MSS,18/9/1978,02:13:12.0760000Z,1,131,44,4,119.71,52.80,37.20,No,,,
37,LM03_131045_19780918,LANDSAT/LM03/C02/T2/LM03_131045_19780918,LM03_L1TP_131045_19780918_20200906_02_T2,LANDSAT_3,MSS,18/9/1978,02:13:37.0670000Z,1,131,45,11,117.78,53.27,36.73,No,,,
38,LM02_130044_19781014,LANDSAT/LM02/C02/T2/LM02_130044_19781014,LM02_L1TP_130044_19781014_20200906_02_T2,LANDSAT_2,MSS,14/10/1978,01:49:55.0860000Z,1,130,44,5,129.06,44.59,45.41,Yes,1980,476784,25
39,LM02_131044_19781102,LANDSAT/LM02/C02/T2/LM02_131044_19781102,LM02_L1TP_131044_19781102_20200906_02_T2,LANDSAT_2,MSS,2/11/1978,01:56:21.5580000Z,1,131,44,0,136.03,40.33,49.67,Yes,1980,1168036,80
40,LM02_131045_19781102,LANDSAT/LM02/C02/T2/LM02_131045_19781102,LM02_L1TP_131045_19781102_20200906_02_T2,LANDSAT_2,MSS,2/11/1978,01:56:46.5390000Z,1,131,45,1,134.92,41.18,48.82,No,,,
41,LM02_131044_19781120,LANDSAT/LM02/C02/T2/LM02_131044_19781120,LM02_L1TP_131044_19781120_20200906_02_T2,LANDSAT_2,MSS,20/11/1978,01:57:11.0950000Z,1,131,44,16,139.93,36.38,53.62,Yes,1980,1024694,70
42,LM02_131045_19781120,LANDSAT/LM02/C02/T2/LM02_131045_19781120,LM02_L1TP_131045_19781120_20200906_02_T2,LANDSAT_2,MSS,20/11/1978,01:57:36.0890000Z,1,131,45,16,138.98,37.31,52.69,No,,,
43,LM03_131044_19781129,LANDSAT/LM03/C02/T2/LM03_131044_19781129,LM03_L1TP_131044_19781129_20200906_02_T2,LANDSAT_3,MSS,29/11/1978,02:13:23.5190000Z,1,131,44,3,144.34,36.76,53.24,No,,,
44,LM03_131045_19781129,LANDSAT/LM03/C02/T2/LM03_131045_19781129,LM03_L1TP_131045_19781129_20200906_02_T2,LANDSAT_3,MSS,29/11/1978,02:13:48.0180000Z,1,131,45,35,143.48,37.80,52.20,No,,,
45,LM03_131044_19781217,LANDSAT/LM03/C02/T2/LM03_131044_19781217,LM03_L1TP_131044_19781217_20200906_02_T2,LANDSAT_3,MSS,17/12/1978,02:13:12.0260000Z,1,131,44,6,144.03,34.07,55.93,No,,,
46,LM03_131045_19781217,LANDSAT/LM03/C02/T2/LM03_131045_19781217,LM03_L1TP_131045_19781217_20200906_02_T2,LANDSAT_3,MSS,17/12/1978,02:13:37.0190000Z,1,131,45,13,143.21,35.08,54.92,No,,,
47,LM03_130044_19790807,LANDSAT/LM03/C02/T2/LM03_130044_19790807,LM03_L1TP_130044_19790807_20200906_02_T2,LANDSAT_3,MSS,7/8/1979,02:06:12.0460000Z,1,130,44,18,94.58,56.59,33.41,No,,,
48,LM03_130044_19790930,LANDSAT/LM03/C02/T2/LM03_130044_19790930,LM03_L1TP_130044_19790930_20200906_02_T2,LANDSAT_3,MSS,30/9/1979,02:05:21.0420000Z,1,130,44,0,125.83,50.23,39.77,Yes,1980,754464,75
49,LM03_131044_19791001,LANDSAT/LM03/C02/T2/LM03_131044_19791001,LM03_L1TP_131044_19791001_20200906_02_T2,LANDSAT_3,MSS,1/10/1979,02:11:03.0890000Z,1,131,44,6,126.38,50.03,39.97,Yes,1980,951394,60
50,LM03_130044_19791018,LANDSAT/LM03/C02/T2/LM03_130044_19791018,LM03_L1TP_130044_19791018_20200906_02_T2,LANDSAT_3,MSS,18/10/1979,02:04:46.0970000Z,1,130,44,0,134.34,46.22,43.78,Yes,1980,913904,100
51,LM03_131044_19791019,LANDSAT/LM03/C02/T2/LM03_131044_19791019,LM03_L1TP_131044_19791019_20200906_02_T2,LANDSAT_3,MSS,19/10/1979,02:10:28.0680000Z,1,131,44,0,134.73,45.97,44.03,Yes,1980,1201820,90
52,LM03_131044_19791106,LANDSAT/LM03/C02/T2/LM03_131044_19791106,LM03_L1TP_131044_19791106_20200905_02_T2,LANDSAT_3,MSS,6/11/1979,02:09:59.0970000Z,1,131,44,0,140.35,41.48,48.52,Yes,1980,1255527,100
53,LM03_131044_19800609,LANDSAT/LM03/C02/T2/LM03_131044_19800609,LM03_L1TP_131044_19800609_20200906_02_T2,LANDSAT_3,MSS,9/6/1980,02:04:47.3570000Z,1,131,44,9,83.00,57.00,33.00,Yes,1980,500144,0
54,LM03_130044_19800801,LANDSAT/LM03/C02/T2/LM03_130044_19800801,LM03_L1TP_130044_19800801_20200905_02_T2,LANDSAT_3,MSS,1/8/1980,01:56:49.0420000Z,1,130,44,11,91.12,54.77,35.23,No,,,
55,LM04_121044_19830605,LANDSAT/LM04/C02/T2/LM04_121044_19830605,LM04_L1TP_121044_19830605_20200903_02_T2,LANDSAT_4,MSS,5/6/1983,02:15:37.1170000Z,2,121,44,12,85.24,61.84,28.16,Yes,1985,275090,33
56,LM04_121044_19840623,LANDSAT/LM04/C02/T2/LM04_121044_19840623,LM04_L1TP_121044_19840623_20200903_02_T2,LANDSAT_4,MSS,23/6/1984,02:10:59.0930000Z,2,121,44,5,82.81,60.07,29.93,Yes,1985,130134,0
57,LM05_121044_19840802,LANDSAT/LM05/C02/T2/LM05_121044_19840802,LM05_L1TP_121044_19840802_20200902_02_T2,LANDSAT_5,MSS,2/8/1984,02:15:16.4580000Z,2,121,44,6,93.82,58.94,31.06,Yes,1985,205111,11
58,LM05_121044_19841122,LANDSAT/LM05/C02/T2/LM05_121044_19841122,LM05_L1TP_121044_19841122_20200902_02_T2,LANDSAT_5,MSS,22/11/1984,02:15:49.0310000Z,2,121,44,0,146.14,39.17,50.83,Yes,1985,227222,22
59,LT05_121045_19860621,LANDSAT/LT05/C02/T1_L2/LT05_121045_19860621,LT05_L2SP_121045_19860621_20200918_02_T1,LANDSAT_5,TM,21/6/1986,02:09:54.1530750Z,2,121,45,11,80.29,59.31,30.69,Yes,1985,892901,78
60,LT05_122044_19861103,LANDSAT/LT05/C02/T1_L2/LT05_122044_19861103,LT05_L2SP_122044_19861103_20200917_02_T1,LANDSAT_5,TM,3/11/1986,02:11:02.7670810Z,2,122,44,0,139.85,42.14,47.86,Yes,1985,893175,50
61,LT05_122045_19861103,LANDSAT/LT05/C02/T1_L2/LT05_122045_19861103,LT05_L2SP_122045_19861103_20200917_02_T1,LANDSAT_5,TM,3/11/1986,02:11:26.7850750Z,2,122,45,3,138.73,43.09,46.91,No,,,
62,LT05_121045_19861128,LANDSAT/LT05/C02/T1_L2/LT05_121045_19861128,LT05_L2SP_121045_19861128_20200917_02_T1,LANDSAT_5,TM,28/11/1986,02:04:37.5880000Z,2,121,45,21,142.70,37.46,52.54,Yes,1985,1076328,100
63,LT05_121044_19861214,LANDSAT/LT05/C02/T1_L2/LT05_121044_19861214,LT05_L2SP_121044_19861214_20200917_02_T1,LANDSAT_5,TM,14/12/1986,02:04:41.1790560Z,2,121,44,0,143.59,34.03,55.97,Yes,1985,1061293,89
64,LT05_121045_19861214,LANDSAT/LT05/C02/T1_L2/LT05_121045_19861214,LT05_L2SP_121045_19861214_20200917_02_T1,LANDSAT_5,TM,14/12/1986,02:05:05.2000750Z,2,121,45,0,142.77,35.05,54.95,No,,,
65,LT05_121044_19870115,LANDSAT/LT05/C02/T1_L2/LT05_121044_19870115,LT05_L2SP_121044_19870115_20201014_02_T1,LANDSAT_5,TM,15/1/1987,02:05:38.3010500Z,2,121,44,5,139.18,33.61,56.39,Yes,1985,597973,44
66,LT05_121045_19870115,LANDSAT/LT05/C02/T1_L2/LT05_121045_19870115,LT05_L2SP_121045_19870115_20201014_02_T1,LANDSAT_5,TM,15/1/1987,02:06:02.3260190Z,2,121,45,59,138.32,34.55,55.45,No,,,
67,LT05_121044_19870131,LANDSAT/LT05/C02/T1_L2/LT05_121044_19870131,LT05_L2SP_121044_19870131_20201014_02_T1,LANDSAT_5,TM,31/1/1987,02:06:07.5780250Z,2,121,44,1,135.43,35.82,54.18,Yes,1985,783472,56
68,LT05_121045_19870131,LANDSAT/LT05/C02/T1_L2/LT05_121045_19870131,LT05_L2SP_121045_19870131_20201014_02_T1,LANDSAT_5,TM,31/1/1987,02:06:31.6030690Z,2,121,45,32,134.47,36.68,53.32,No,,,
69,LT05_122045_19870207,LANDSAT/LT05/C02/T1_L2/LT05_122045_19870207,LT05_L2SP_122045_19870207_20201014_02_T1,LANDSAT_5,TM,7/2/1987,02:12:59.2550750Z,2,122,45,1,132.54,38.05,51.95,Yes,1985,462603,0
70,LT05_122044_19871208,LANDSAT/LT05/C02/T1_L2/LT05_122044_19871208,LT05_L2SP_122044_19871208_20201014_02_T1,LANDSAT_5,TM,8/12/1987,02:20:33.0650940Z,2,122,44,1,146.17,36.18,53.82,Yes,1985,1222695,100
71,LT05_122045_19871208,LANDSAT/LT05/C02/T1_L2/LT05_122045_19871208,LT05_L2SP_122045_19871208_20201014_02_T1,LANDSAT_5,TM,8/12/1987,02:20:56.9850000Z,2,122,45,44,145.32,37.25,52.75,No,,,
72,LT05_121044_19871217,LANDSAT/LT05/C02/T1_L2/LT05_121044_19871217,LT05_L2SP_121044_19871217_20201014_02_T1,LANDSAT_5,TM,17/12/1987,02:14:30.6380940Z,2,121,44,0,145.69,35.10,54.90,Yes,1985,808585,67
73,LT05_121045_19871217,LANDSAT/LT05/C02/T1_L2/LT05_121045_19871217,LT05_L2SP_121045_19871217_20201014_02_T1,LANDSAT_5,TM,17/12/1987,02:14:54.7020250Z,2,121,45,24,144.87,36.16,53.84,No,,,
74,LT05_121044_19881016,LANDSAT/LT05/C02/T1_L2/LT05_121044_19881016,LT05_L2SP_121044_19881016_20200917_02_T1,LANDSAT_5,TM,16/10/1988,02:16:29.7330690Z,2,121,44,1,137.23,48.37,41.63,Yes,1990,894779,33
75,LT05_121045_19881016,LANDSAT/LT05/C02/T1_L2/LT05_121045_19881016,LT05_L2SP_121045_19881016_20200917_02_T1,LANDSAT_5,TM,16/10/1988,02:16:53.6880380Z,2,121,45,44,135.81,49.27,40.73,No,,,
76,LT05_122044_19881108,LANDSAT/LT05/C02/T1_L2/LT05_122044_19881108,LT05_L2SP_122044_19881108_20200917_02_T1,LANDSAT_5,TM,8/11/1988,02:22:43.4590630Z,2,122,44,4,144.25,42.45,47.55,Yes,1990,1073236,100
77,LT05_122045_19881108,LANDSAT/LT05/C02/T1_L2/LT05_122045_19881108,LT05_L2SP_122045_19881108_20200917_02_T1,LANDSAT_5,TM,8/11/1988,02:23:07.5590810Z,2,122,45,15,143.19,43.49,46.51,No,,,
78,LT05_122044_19881124,LANDSAT/LT05/C02/T1_L2/LT05_122044_19881124,LT05_L2SP_122044_19881124_20200917_02_T1,LANDSAT_5,TM,24/11/1988,02:22:43.5140880Z,2,122,44,9,146.36,38.75,51.25,Yes,1990,1011799,72
79,LT05_122045_19881124,LANDSAT/LT05/C02/T1_L2/LT05_122045_19881124,LT05_L2SP_122045_19881124_20200917_02_T1,LANDSAT_5,TM,24/11/1988,02:23:07.6160060Z,2,122,45,3,145.45,39.82,50.18,No,,,
80,LT05_121045_19881203,LANDSAT/LT05/C02/T1_L2/LT05_121045_19881203,LT05_L2SP_121045_19881203_20200917_02_T1,LANDSAT_5,TM,3/12/1988,02:16:53.0820060Z,2,121,45,46,145.79,38.14,51.86,Yes,1990,1084941,88
81,LT05_122044_19881210,LANDSAT/LT05/C02/T1_L2/LT05_122044_19881210,LT05_L2SP_122044_19881210_20200917_02_T1,LANDSAT_5,TM,10/12/1988,02:22:32.5550130Z,2,122,44,1,146.47,36.00,54.00,Yes,1990,1071844,94
82,LT05_122045_19881210,LANDSAT/LT05/C02/T1_L2/LT05_122045_19881210,LT05_L2SP_122045_19881210_20200917_02_T1,LANDSAT_5,TM,10/12/1988,02:22:56.5150630Z,2,122,45,18,145.64,37.07,52.93,No,,,
83,LT05_121044_19881219,LANDSAT/LT05/C02/T1_L2/LT05_121044_19881219,LT05_L2SP_121044_19881219_20200917_02_T1,LANDSAT_5,TM,19/12/1988,02:16:16.1340250Z,2,121,44,0,145.78,35.03,54.97,Yes,1990,1026791,58
84,LT05_121045_19881219,LANDSAT/LT05/C02/T1_L2/LT05_121045_19881219,LT05_L2SP_121045_19881219_20200917_02_T1,LANDSAT_5,TM,19/12/1988,02:16:40.2390250Z,2,121,45,2,144.97,36.10,53.90,No,,,
85,LT05_122044_19881226,LANDSAT/LT05/C02/T1_L2/LT05_122044_19881226,LT05_L2SP_122044_19881226_20200917_02_T1,LANDSAT_5,TM,26/12/1988,02:22:25.8970440Z,2,122,44,12,144.94,34.60,55.40,Yes,1990,970950,61
86,LT05_122045_19881226,LANDSAT/LT05/C02/T1_L2/LT05_122045_19881226,LT05_L2SP_122045_19881226_20200917_02_T1,LANDSAT_5,TM,26/12/1988,02:22:50.0020690Z,2,122,45,32,144.12,35.66,54.34,No,,,
87,LT05_121045_19890120,LANDSAT/LT05/C02/T1_L2/LT05_121045_19890120,LT05_L2SP_121045_19890120_20200916_02_T1,LANDSAT_5,TM,20/1/1989,02:16:19.3940190Z,2,121,45,55,139.25,36.65,53.35,Yes,1990,970528,50
88,LT04_121044_19890213,LANDSAT/LT04/C02/T1_L2/LT04_121044_19890213,LT04_L2SP_121044_19890213_20200916_02_T1,LANDSAT_4,TM,13/2/1989,02:18:45.1160310Z,2,121,44,0,134.43,40.72,49.28,Yes,1990,1055827,75
89,LT04_121045_19890213,LANDSAT/LT04/C02/T1_L2/LT04_121045_19890213,LT04_L2SP_121045_19890213_20200916_02_T1,LANDSAT_4,TM,13/2/1989,02:19:09.2270630Z,2,121,45,8,133.28,41.56,48.44,No,,,
90,LT05_122044_19890228,LANDSAT/LT05/C02/T1_L2/LT05_122044_19890228,LT05_L2SP_122044_19890228_20200916_02_T1,LANDSAT_5,TM,28/2/1989,02:21:55.0730060Z,2,122,44,1,128.97,44.31,45.69,Yes,1990,949218,44
91,LT05_122045_19890228,LANDSAT/LT05/C02/T1_L2/LT05_122045_19890228,LT05_L2SP_122045_19890228_20200916_02_T1,LANDSAT_5,TM,28/2/1989,02:22:19.1830250Z,2,122,45,10,127.61,45.03,44.97,No,,,
92,LT05_122044_19890706,LANDSAT/LT05/C02/T1_L2/LT05_122044_19890706,LT05_L2SP_122044_19890706_20200916_02_T1,LANDSAT_5,TM,6/7/1989,02:19:40.3480440Z,2,122,44,2,84.26,59.90,30.10,Yes,1990,915064,28
93,LT05_122045_19890706,LANDSAT/LT05/C02/T1_L2/LT05_122045_19890706,LT05_L2SP_122045_19890706_20200916_02_T1,LANDSAT_5,TM,6/7/1989,02:20:04.4690560Z,2,122,45,5,81.75,59.50,30.50,No,,,
94,LT05_121044_19890715,LANDSAT/LT05/C02/T1_L2/LT05_121044_19890715,LT05_L2SP_121044_19890715_20200916_02_T1,LANDSAT_5,TM,15/7/1989,02:13:19.0090130Z,2,121,44,5,86.43,59.41,30.59,Yes,1990,1031273,63
95,LT05_121045_19890715,LANDSAT/LT05/C02/T1_L2/LT05_121045_19890715,LT05_L2SP_121045_19890715_20200916_02_T1,LANDSAT_5,TM,15/7/1989,02:13:42.9870190Z,2,121,45,1,83.94,59.06,30.94,No,,,
96,LT05_121044_19890816,LANDSAT/LT05/C02/T1_L2/LT05_121044_19890816,LT05_L2SP_121044_19890816_20200916_02_T1,LANDSAT_5,TM,16/8/1989,02:12:36.5070060Z,2,121,44,10,100.86,57.53,32.47,Yes,1990,1044142,67
97,LT05_121045_19890816,LANDSAT/LT05/C02/T1_L2/LT05_121045_19890816,LT05_L2SP_121045_19890816_20200916_02_T1,LANDSAT_5,TM,16/8/1989,02:13:00.4890060Z,2,121,45,21,98.47,57.55,32.45,No,,,
98,LT05_121044_19891019,LANDSAT/LT05/C02/T1_L2/LT05_121044_19891019,LT05_L2SP_121044_19891019_20200916_02_T1,LANDSAT_5,TM,19/10/1989,02:10:52.9560560Z,2,121,44,6,136.73,46.78,43.22,Yes,1990,1000466,54
99,LT05_121045_19891019,LANDSAT/LT05/C02/T1_L2/LT05_121045_19891019,LT05_L2SP_121045_19891019_20200916_02_T1,LANDSAT_5,TM,19/10/1989,02:11:17.0880940Z,2,121,45,5,135.37,47.68,42.32,No,,,
100,LT05_122044_19891026,LANDSAT/LT05/C02/T1_L2/LT05_122044_19891026,LT05_L2SP_122044_19891026_20200916_02_T1,LANDSAT_5,TM,26/10/1989,02:16:51.3090440Z,2,122,44,19,139.18,44.99,45.01,Yes,1990,1030696,83
101,LT05_122045_19891026,LANDSAT/LT05/C02/T1_L2/LT05_122045_19891026,LT05_L2SP_122045_19891026_20200916_02_T1,LANDSAT_5,TM,26/10/1989,02:17:15.4420310Z,2,122,45,8,137.94,45.94,44.06,No,,,
102,LT05_121044_19891104,LANDSAT/LT05/C02/T1_L2/LT05_121044_19891104,LT05_L2SP_121044_19891104_20200916_02_T1,LANDSAT_5,TM,4/11/1989,02:10:36.9860130Z,2,121,44,20,141.69,42.67,47.33,Yes,1990,242146,4
103,LT05_121044_19891120,LANDSAT/LT05/C02/T1_L2/LT05_121044_19891120,LT05_L2SP_121044_19891120_20200916_02_T1,LANDSAT_5,TM,20/11/1989,02:09:55.4410880Z,2,121,44,1,144.37,38.82,51.18,Yes,1990,965314,46
104,LT05_121045_19891120,LANDSAT/LT05/C02/T1_L2/LT05_121045_19891120,LT05_L2SP_121045_19891120_20200916_02_T1,LANDSAT_5,TM,20/11/1989,02:10:19.4320750Z,2,121,45,17,143.44,39.86,50.14,No,,,
105,LT05_122044_19891213,LANDSAT/LT05/C02/T1_L2/LT05_122044_19891213,LT05_L2SP_122044_19891213_20200916_02_T1,LANDSAT_5,TM,13/12/1989,02:15:38.9060130Z,2,122,44,1,144.69,34.73,55.27,Yes,1990,954307,50
106,LT05_122045_19891213,LANDSAT/LT05/C02/T1_L2/LT05_122045_19891213,LT05_L2SP_122045_19891213_20200916_02_T1,LANDSAT_5,TM,13/12/1989,02:16:03.0410940Z,2,122,45,4,143.87,35.78,54.22,No,,,
107,LT05_121045_19900107,LANDSAT/LT05/C02/T1_L2/LT05_121045_19900107,LT05_L2SP_121045_19900107_20200916_02_T1,LANDSAT_5,TM,7/1/1990,02:09:01.3070880Z,2,121,45,72,140.49,34.52,55.48,Yes,1990,851352,29
108,LT05_121045_19900429,LANDSAT/LT05/C02/T1_L2/LT05_121045_19900429,LT05_L2SP_121045_19900429_20200915_02_T1,LANDSAT_5,TM,29/4/1990,02:06:27.3440130Z,2,121,45,25,97.54,57.85,32.15,Yes,1990,774576,17
