ID,index,GEE_ID,LANDSAT_PRODUCT_ID,SPACECRAFT_ID,SENSOR_ID,Date,Time,WRS_TYPE,WRS_PATH,WRS_ROW,CloudCover,SunAzimuth,SunElevation,SunZenith,RemainAfterPreprocess,Period,CountValidPixel,Percentile
242,LT05_122045_19971101,LANDSAT/LT05/C02/T1_L2/LT05_122045_19971101,LT05_L2SP_122045_19971101_20200909_02_T1,LANDSAT_5,TM,1/11/1997,02:26:13.5600310Z,2,122,45,9,142.36,45.79,44.21,No,,,
243,LT05_121044_19971110,LANDSAT/LT05/C02/T1_L2/LT05_121044_19971110,LT05_L2SP_121044_19971110_20200910_02_T1,LANDSAT_5,TM,10/11/1997,02:19:51.4890690Z,2,121,44,1,145.57,42.50,47.50,Yes,1995,735540,15
244,LT05_121045_19971110,LANDSAT/LT05/C02/T1_L2/LT05_121045_19971110,LT05_L2SP_121045_19971110_20200909_02_T1,LANDSAT_5,TM,10/11/1997,02:20:15.4190130Z,2,121,45,23,144.54,43.55,46.45,No,,,
245,LT05_122044_19971117,LANDSAT/LT05/C02/T1_L2/LT05_122044_19971117,LT05_L2SP_122044_19971117_20200909_02_T1,LANDSAT_5,TM,17/11/1997,02:26:11.2220310Z,2,122,44,9,146.68,40.84,49.16,Yes,1995,1029996,32
246,LT05_122045_19971117,LANDSAT/LT05/C02/T1_L2/LT05_122045_19971117,LT05_L2SP_122045_19971117_20200909_02_T1,LANDSAT_5,TM,17/11/1997,02:26:35.2960810Z,2,122,45,47,145.71,41.92,48.08,No,,,
247,LT05_121045_19980113,LANDSAT/LT05/C02/T1_L2/LT05_121045_19980113,LT05_L2SP_121045_19980113_20200909_02_T1,LANDSAT_5,TM,13/1/1998,02:21:46.3500630Z,2,121,45,11,142.16,36.77,53.23,No,,,
248,LT05_122044_19980426,LANDSAT/LT05/C02/T1_L2/LT05_122044_19980426,LT05_L2SP_122044_19980426_20200909_02_T1,LANDSAT_5,TM,26/4/1998,02:29:14.2260500Z,2,122,44,16,104.69,61.27,28.73,No,,,
249,LT05_121044_19980809,LANDSAT/LT05/C02/T1_L2/LT05_121044_19980809,LT05_L2SP_121044_19980809_20200908_02_T1,LANDSAT_5,TM,9/8/1998,02:24:20.4610880Z,2,121,44,20,98.66,60.73,29.27,Yes,2000,226553,0
250,LT05_122044_19980816,LANDSAT/LT05/C02/T1_L2/LT05_122044_19980816,LT05_L2SP_122044_19980816_20200908_02_T1,LANDSAT_5,TM,16/8/1998,02:30:34.9040880Z,2,122,44,17,102.88,60.26,29.74,Yes,2000,714465,40
251,LT05_121045_19980825,LANDSAT/LT05/C02/T1_L2/LT05_121045_19980825,LT05_L2SP_121045_19980825_20200908_02_T1,LANDSAT_5,TM,25/8/1998,02:24:55.3130810Z,2,121,45,45,106.14,59.71,30.29,Yes,2000,776826,19
252,LT05_122045_19980917,LANDSAT/LT05/C02/T1_L2/LT05_122045_19980917,LT05_L2SP_122045_19980917_20200908_02_T1,LANDSAT_5,TM,17/9/1998,02:31:17.9510500Z,2,122,45,16,121.88,56.93,33.07,Yes,2000,361277,10
253,LT05_121044_19980926,LANDSAT/LT05/C02/T1_L2/LT05_121044_19980926,LT05_L2SP_121044_19980926_20200908_02_T1,LANDSAT_5,TM,26/9/1998,02:24:46.0980690Z,2,121,44,2,129.51,54.56,35.44,Yes,2000,933717,58
254,LT05_121045_19980926,LANDSAT/LT05/C02/T1_L2/LT05_121045_19980926,LT05_L2SP_121045_19980926_20200908_02_T1,LANDSAT_5,TM,26/9/1998,02:25:10.0510880Z,2,121,45,6,127.61,55.29,34.71,No,,,
255,LT05_122045_19981003,LANDSAT/LT05/C02/T1_L2/LT05_122045_19981003,LT05_L2SP_122045_19981003_20200908_02_T1,LANDSAT_5,TM,3/10/1998,02:31:21.2230630Z,2,122,45,46,131.68,53.81,36.19,Yes,2000,491336,23
256,LT05_122045_19981019,LANDSAT/LT05/C02/T1_L2/LT05_122045_19981019,LT05_L2SP_122045_19981019_20200908_02_T1,LANDSAT_5,TM,19/10/1998,02:31:20.8570060Z,2,122,45,18,139.35,49.94,40.06,Yes,2000,490299,20
257,LT05_121045_19981028,LANDSAT/LT05/C02/T1_L2/LT05_121045_19981028,LT05_L2SP_121045_19981028_20200908_02_T1,LANDSAT_5,TM,28/10/1998,02:25:12.7570560Z,2,121,45,16,142.58,47.60,42.40,Yes,2000,805532,28
258,LT05_122044_19981104,LANDSAT/LT05/C02/T1_L2/LT05_122044_19981104,LT05_L2SP_122044_19981104_20200908_02_T1,LANDSAT_5,TM,4/11/1998,02:31:01.2800690Z,2,122,44,4,145.66,44.72,45.28,Yes,2000,1209941,100
259,LT05_122045_19981104,LANDSAT/LT05/C02/T1_L2/LT05_122045_19981104,LT05_L2SP_122045_19981104_20200908_02_T1,LANDSAT_5,TM,4/11/1998,02:31:25.2360000Z,2,122,45,14,144.55,45.78,44.22,No,,,
260,LT05_121044_19981113,LANDSAT/LT05/C02/T1_L2/LT05_121044_19981113,LT05_L2SP_121044_19981113_20200908_02_T1,LANDSAT_5,TM,13/11/1998,02:24:57.1380810Z,2,121,44,0,147.40,42.43,47.57,Yes,2000,923896,51
261,LT05_121045_19981113,LANDSAT/LT05/C02/T1_L2/LT05_121045_19981113,LT05_L2SP_121045_19981113_20200908_02_T1,LANDSAT_5,TM,13/11/1998,02:25:21.2390560Z,2,121,45,62,146.39,43.53,46.47,No,,,
262,LT05_122044_19981222,LANDSAT/LT05/C02/T1_L2/LT05_122044_19981222,LT05_L2SP_122044_19981222_20200908_02_T1,LANDSAT_5,TM,22/12/1998,02:31:09.1370000Z,2,122,44,0,147.59,35.97,54.03,Yes,2000,1195614,98
263,LT05_122045_19981222,LANDSAT/LT05/C02/T1_L2/LT05_122045_19981222,LT05_L2SP_122045_19981222_20200908_02_T1,LANDSAT_5,TM,22/12/1998,02:31:33.2400940Z,2,122,45,3,146.77,37.07,52.93,No,,,
264,LT05_122044_19990107,LANDSAT/LT05/C02/T1_L2/LT05_122044_19990107,LT05_L2SP_122044_19990107_20200908_02_T1,LANDSAT_5,TM,7/1/1999,02:31:10.2490310Z,2,122,44,1,145.09,35.83,54.17,Yes,2000,1168622,95
265,LT05_122045_19990107,LANDSAT/LT05/C02/T1_L2/LT05_122045_19990107,LT05_L2SP_122045_19990107_20200908_02_T1,LANDSAT_5,TM,7/1/1999,02:31:34.3530690Z,2,122,45,20,144.24,36.88,53.12,No,,,
266,LT05_121045_19990201,LANDSAT/LT05/C02/T1_L2/LT05_121045_19990201,LT05_L2SP_121045_19990201_20200908_02_T1,LANDSAT_5,TM,1/2/1999,02:25:24.9890810Z,2,121,45,55,138.38,39.86,50.14,Yes,2000,835932,35
267,LT05_122044_19990208,LANDSAT/LT05/C02/T1_L2/LT05_122044_19990208,LT05_L2SP_122044_19990208_20200908_02_T1,LANDSAT_5,TM,8/2/1999,02:31:17.4280250Z,2,122,44,0,137.51,40.42,49.58,Yes,2000,1044208,65
268,LT05_122045_19990208,LANDSAT/LT05/C02/T1_L2/LT05_122045_19990208,LT05_L2SP_122045_19990208_20200908_02_T1,LANDSAT_5,TM,8/2/1999,02:31:41.5340810Z,2,122,45,1,136.42,41.33,48.67,No,,,
269,LT05_122045_19990224,LANDSAT/LT05/C02/T1_L2/LT05_122045_19990224,LT05_L2SP_122045_19990224_20200908_02_T1,LANDSAT_5,TM,24/2/1999,02:31:45.7820940Z,2,122,45,12,131.42,45.45,44.55,Yes,2000,436348,13
270,LT05_121044_19990305,LANDSAT/LT05/C02/T1_L2/LT05_121044_19990305,LT05_L2SP_121044_19990305_20200908_02_T1,LANDSAT_5,TM,5/3/1999,02:25:06.0450880Z,2,121,44,0,129.73,47.37,42.63,Yes,2000,1136049,95
271,LT05_121045_19990305,LANDSAT/LT05/C02/T1_L2/LT05_121045_19990305,LT05_L2SP_121045_19990305_20200908_02_T1,LANDSAT_5,TM,5/3/1999,02:25:30.0080310Z,2,121,45,1,128.24,48.10,41.90,No,,,
272,LT05_121044_19990406,LANDSAT/LT05/C02/T1_L2/LT05_121044_19990406,LT05_L2SP_121044_19990406_20200908_02_T1,LANDSAT_5,TM,6/4/1999,02:24:37.6820440Z,2,121,44,0,116.18,57.05,32.95,Yes,2000,992063,70
273,LT05_121045_19990406,LANDSAT/LT05/C02/T1_L2/LT05_121045_19990406,LT05_L2SP_121045_19990406_20200908_02_T1,LANDSAT_5,TM,6/4/1999,02:25:01.6460060Z,2,121,45,5,113.91,57.46,32.54,No,,,
274,LT05_122044_19990819,LANDSAT/LT05/C02/T1_L2/LT05_122044_19990819,LT05_L2SP_122044_19990819_20200907_02_T1,LANDSAT_5,TM,19/8/1999,02:29:39.1650380Z,2,122,44,3,104.39,59.74,30.26,Yes,2000,760130,45
275,LT05_122045_19990819,LANDSAT/LT05/C02/T1_L2/LT05_122045_19990819,LT05_L2SP_122045_19990819_20200908_02_T1,LANDSAT_5,TM,19/8/1999,02:30:03.2810380Z,2,122,45,9,101.78,59.85,30.15,No,,,
276,LE07_121044_19990820,LANDSAT/LE07/C02/T1_L2/LE07_121044_19990820,LE07_L2SP_121044_19990820_20200918_02_T1,LANDSAT_7,ETM,20/8/1999,02:38:47.2459098Z,2,121,44,1,108.43,63.10,26.90,Yes,2000,963282,65
277,LE07_121045_19990820,LANDSAT/LE07/C02/T1_L2/LE07_121045_19990820,LE07_L2SP_121045_19990820_20200918_02_T1,LANDSAT_7,ETM,20/8/1999,02:39:11.1397262Z,2,121,45,7,105.47,63.30,26.70,No,,,
278,LE07_122045_19990912,LANDSAT/LE07/C02/T1_L2/LE07_122045_19990912,LE07_L2SP_122045_19990912_20200918_02_T1,LANDSAT_7,ETM,12/9/1999,02:45:22.8196050Z,2,122,45,21,122.45,60.55,29.45,Yes,2000,445704,18
279,LT05_122045_19990920,LANDSAT/LT05/C02/T1_L2/LT05_122045_19990920,LT05_L2SP_122045_19990920_20200907_02_T1,LANDSAT_5,TM,20/9/1999,02:29:07.1450500Z,2,122,45,36,123.09,56.05,33.95,No,,,
280,LE07_122044_19991014,LANDSAT/LE07/C02/T1_L2/LE07_122044_19991014,LE07_L2SP_122044_19991014_20200918_02_T1,LANDSAT_7,ETM,14/10/1999,02:45:06.8076815Z,2,122,44,11,143.04,52.35,37.65,Yes,2000,949983,50
281,LE07_122045_19991014,LANDSAT/LE07/C02/T1_L2/LE07_122045_19991014,LE07_L2SP_122045_19991014_20200918_02_T1,LANDSAT_7,ETM,14/10/1999,02:45:30.7052062Z,2,122,45,18,141.56,53.35,36.65,No,,,
282,LT05_121045_19991015,LANDSAT/LT05/C02/T1_L2/LT05_121045_19991015,LT05_L2SP_121045_19991015_20200907_02_T1,LANDSAT_5,TM,15/10/1999,02:22:57.2080000Z,2,121,45,15,136.77,50.58,39.42,Yes,2000,926545,56
283,LT05_122044_19991022,LANDSAT/LT05/C02/T1_L2/LT05_122044_19991022,LT05_L2SP_122044_19991022_20200907_02_T1,LANDSAT_5,TM,22/10/1999,02:28:37.9690250Z,2,122,44,11,140.93,47.82,42.18,Yes,2000,633465,30
284,LT05_121044_19991031,LANDSAT/LT05/C02/T1_L2/LT05_121044_19991031,LT05_L2SP_121044_19991031_20200907_02_T1,LANDSAT_5,TM,31/10/1999,02:22:11.7610250Z,2,121,44,33,143.72,45.43,44.57,No,,,
285,LE07_122044_19991115,LANDSAT/LE07/C02/T1_L2/LE07_122044_19991115,LE07_L2SP_122044_19991115_20200918_02_T1,LANDSAT_7,ETM,15/11/1999,02:45:00.3627522Z,2,122,44,2,151.50,43.59,46.41,Yes,2000,1074280,70
286,LE07_122045_19991115,LANDSAT/LE07/C02/T1_L2/LE07_122045_19991115,LE07_L2SP_122045_19991115_20200918_02_T1,LANDSAT_7,ETM,15/11/1999,02:45:24.2609936Z,2,122,45,0,150.54,44.75,45.25,No,,,
287,LT05_122044_19991123,LANDSAT/LT05/C02/T1_L2/LT05_122044_19991123,LT05_L2SP_122044_19991123_20200907_02_T1,LANDSAT_5,TM,23/11/1999,02:27:30.3650750Z,2,122,44,2,147.55,39.76,50.24,Yes,2000,1112387,85
288,LT05_122045_19991123,LANDSAT/LT05/C02/T1_L2/LT05_122045_19991123,LT05_L2SP_122045_19991123_20200907_02_T1,LANDSAT_5,TM,23/11/1999,02:27:54.3400310Z,2,122,45,4,146.63,40.85,49.15,No,,,
289,LE07_121044_19991124,LANDSAT/LE07/C02/T1_L2/LE07_121044_19991124,LE07_L2SP_121044_19991124_20200918_02_T1,LANDSAT_7,ETM,24/11/1999,02:38:41.6889374Z,2,121,44,3,152.24,41.52,48.48,Yes,2000,906374,47
290,LE07_121045_19991124,LANDSAT/LE07/C02/T1_L2/LE07_121045_19991124,LE07_L2SP_121045_19991124_20200918_02_T1,LANDSAT_7,ETM,24/11/1999,02:39:05.5835478Z,2,121,45,19,151.36,42.69,47.31,No,,,
291,LT05_121045_19991202,LANDSAT/LT05/C02/T1_L2/LT05_121045_19991202,LT05_L2SP_121045_19991202_20200907_02_T1,LANDSAT_5,TM,2/12/1999,02:21:28.3530130Z,2,121,45,59,147.00,39.08,50.92,Yes,2000,817057,30
292,LT05_122044_19991209,LANDSAT/LT05/C02/T1_L2/LT05_122044_19991209,LT05_L2SP_122044_19991209_20200907_02_T1,LANDSAT_5,TM,9/12/1999,02:27:13.5120810Z,2,122,44,2,147.71,36.85,53.15,Yes,2000,970287,53
293,LT05_122045_19991209,LANDSAT/LT05/C02/T1_L2/LT05_122045_19991209,LT05_L2SP_122045_19991209_20200907_02_T1,LANDSAT_5,TM,9/12/1999,02:27:37.4870810Z,2,122,45,2,146.88,37.94,52.06,No,,,
294,LT05_122044_19991225,LANDSAT/LT05/C02/T1_L2/LT05_122044_19991225,LT05_L2SP_122044_19991225_20200907_02_T1,LANDSAT_5,TM,25/12/1999,02:27:12.6640380Z,2,122,44,0,146.24,35.28,54.72,Yes,2000,973422,55
295,LT05_122045_19991225,LANDSAT/LT05/C02/T1_L2/LT05_122045_19991225,LT05_L2SP_122045_19991225_20200907_02_T1,LANDSAT_5,TM,25/12/1999,02:27:36.7850690Z,2,122,45,0,145.42,36.36,53.64,No,,,
296,LE07_121044_19991226,LANDSAT/LE07/C02/T1_L2/LE07_121044_19991226,LE07_L2SP_121044_19991226_20200918_02_T1,LANDSAT_7,ETM,26/12/1999,02:38:46.0584138Z,2,121,44,4,150.44,37.42,52.58,Yes,2000,994224,72
297,LE07_121045_19991226,LANDSAT/LE07/C02/T1_L2/LE07_121045_19991226,LE07_L2SP_121045_19991226_20200918_02_T1,LANDSAT_7,ETM,26/12/1999,02:39:09.9467803Z,2,121,45,47,149.63,38.55,51.45,No,,,
298,LE07_122044_20000102,LANDSAT/LE07/C02/T1_L2/LE07_122044_20000102,LE07_L2SP_122044_20000102_20200918_02_T1,LANDSAT_7,ETM,2/1/2000,02:44:55.5712768Z,2,122,44,0,149.34,37.37,52.63,Yes,2000,1133559,90
299,LE07_122045_20000102,LANDSAT/LE07/C02/T1_L2/LE07_122045_20000102,LE07_L2SP_122045_20000102_20200918_02_T1,LANDSAT_7,ETM,2/1/2000,02:45:19.4726759Z,2,122,45,0,148.52,38.49,51.51,No,,,
300,LT05_121044_20000103,LANDSAT/LT05/C02/T1_L2/LT05_121044_20000103,LT05_L2SP_121044_20000103_20200907_02_T1,LANDSAT_5,TM,3/1/2000,02:21:01.2260130Z,2,121,44,0,144.83,35.10,54.90,Yes,2000,1235365,100
301,LT05_121045_20000103,LANDSAT/LT05/C02/T1_L2/LT05_121045_20000103,LT05_L2SP_121045_20000103_20200907_02_T1,LANDSAT_5,TM,3/1/2000,02:21:25.2020630Z,2,121,45,2,144.01,36.15,53.85,No,,,
302,LT05_121044_20000119,LANDSAT/LT05/C02/T1_L2/LT05_121044_20000119,LT05_L2SP_121044_20000119_20200907_02_T1,LANDSAT_5,TM,19/1/2000,02:20:44.0890190Z,2,121,44,11,141.53,36.10,53.90,Yes,2000,1151600,98
303,LT05_121045_20000119,LANDSAT/LT05/C02/T1_L2/LT05_121045_20000119,LT05_L2SP_121045_20000119_20200907_02_T1,LANDSAT_5,TM,19/1/2000,02:21:08.0660130Z,2,121,45,75,140.63,37.08,52.92,No,,,
304,LE07_121044_20000127,LANDSAT/LE07/C02/T1_L2/LE07_121044_20000127,LE07_L2SP_121044_20000127_20200918_02_T1,LANDSAT_7,ETM,27/1/2000,02:38:44.4954245Z,2,121,44,1,144.08,39.87,50.13,Yes,2000,469885,9
305,LE07_121044_20000212,LANDSAT/LE07/C02/T1_L2/LE07_121044_20000212,LE07_L2SP_121044_20000212_20200918_02_T1,LANDSAT_7,ETM,12/2/2000,02:38:40.1424352Z,2,121,44,1,139.90,43.43,46.57,No,,,
306,LE07_121045_20000212,LANDSAT/LE07/C02/T1_L2/LE07_121045_20000212,LE07_L2SP_121045_20000212_20200918_02_T1,LANDSAT_7,ETM,12/2/2000,02:39:04.0358409Z,2,121,45,1,138.75,44.38,45.62,No,,,
307,LE07_121044_20000416,LANDSAT/LE07/C02/T1_L2/LE07_121044_20000416,LE07_L2SP_121044_20000416_20200918_02_T1,LANDSAT_7,ETM,16/4/2000,02:38:13.9332849Z,2,121,44,18,113.91,62.60,27.40,Yes,2000,826611,33
308,LE07_121045_20000416,LANDSAT/LE07/C02/T1_L2/LE07_121045_20000416,LE07_L2SP_121045_20000416_20200918_02_T1,LANDSAT_7,ETM,16/4/2000,02:38:37.8313915Z,2,121,45,24,111.05,62.95,27.05,No,,,
309,LT05_122045_20000517,LANDSAT/LT05/C02/T1_L2/LT05_122045_20000517,LT05_L2SP_122045_20000517_20200907_02_T1,LANDSAT_5,TM,17/5/2000,02:28:18.3440000Z,2,122,45,19,89.61,62.91,27.09,No,,,
310,LT05_122045_20000704,LANDSAT/LT05/C02/T1_L2/LT05_122045_20000704,LT05_L2SP_122045_20000704_20200907_02_T1,LANDSAT_5,TM,4/7/2000,02:29:17.7970250Z,2,122,45,16,81.74,61.70,28.30,Yes,2000,201650,3
311,LT05_121045_20000713,LANDSAT/LT05/C02/T1_L2/LT05_121045_20000713,LT05_L2SP_121045_20000713_20200906_02_T1,LANDSAT_5,TM,13/7/2000,02:23:19.4610690Z,2,121,45,10,83.92,61.35,28.65,Yes,2000,784716,23
312,LT05_122044_20000821,LANDSAT/LT05/C02/T1_L2/LT05_122044_20000821,LT05_L2SP_122044_20000821_20200907_02_T1,LANDSAT_5,TM,21/8/2000,02:29:49.9390880Z,2,122,44,14,106.21,59.59,30.41,Yes,2000,700774,38
313,LE07_121045_20000822,LANDSAT/LE07/C02/T1_L2/LE07_121045_20000822,LE07_L2SP_121045_20000822_20200918_02_T1,LANDSAT_7,ETM,22/8/2000,02:37:20.7176985Z,2,121,45,10,107.03,62.65,27.35,Yes,2000,842364,40
314,LE07_122044_20000829,LANDSAT/LE07/C02/T1_L2/LE07_122044_20000829,LE07_L2SP_122044_20000829_20200917_02_T1,LANDSAT_7,ETM,29/8/2000,02:43:02.3979056Z,2,122,44,12,114.84,61.57,28.43,Yes,2000,875318,48
315,LE07_122045_20000829,LANDSAT/LE07/C02/T1_L2/LE07_122045_20000829,LE07_L2SP_122045_20000829_20200917_02_T1,LANDSAT_7,ETM,29/8/2000,02:43:26.2946128Z,2,122,45,17,112.12,61.94,28.06,No,,,
316,LE07_122044_20000914,LANDSAT/LE07/C02/T1_L2/LE07_122044_20000914,LE07_L2SP_122044_20000914_20200918_02_T1,LANDSAT_7,ETM,14/9/2000,02:42:44.1211540Z,2,122,44,0,125.99,59.00,31.00,Yes,2000,1100508,83
317,LE07_122045_20000914,LANDSAT/LE07/C02/T1_L2/LE07_122045_20000914,LE07_L2SP_122045_20000914_20200917_02_T1,LANDSAT_7,ETM,14/9/2000,02:43:08.0188465Z,2,122,45,0,123.69,59.64,30.36,No,,,
318,LT05_121044_20000915,LANDSAT/LT05/C02/T1_L2/LT05_121044_20000915,LT05_L2SP_121044_20000915_20200907_02_T1,LANDSAT_5,TM,15/9/2000,02:24:09.8310130Z,2,121,44,0,122.85,56.45,33.55,Yes,2000,1093943,91
319,LT05_121045_20000915,LANDSAT/LT05/C02/T1_L2/LT05_121045_20000915,LT05_L2SP_121045_20000915_20200907_02_T1,LANDSAT_5,TM,15/9/2000,02:24:33.8190810Z,2,121,45,0,120.70,57.02,32.98,No,,,
320,LT05_121045_20001001,LANDSAT/LT05/C02/T1_L2/LT05_121045_20001001,LT05_L2SP_121045_20001001_20200906_02_T1,LANDSAT_5,TM,1/10/2000,02:24:46.9900310Z,2,121,45,6,130.67,54.03,35.97,Yes,2000,890520,44
321,LT05_122044_20001008,LANDSAT/LT05/C02/T1_L2/LT05_122044_20001008,LT05_L2SP_122044_20001008_20200906_02_T1,LANDSAT_5,TM,8/10/2000,02:30:36.1400380Z,2,122,44,12,136.05,51.58,38.42,Yes,2000,641987,33
322,LE07_122044_20001016,LANDSAT/LE07/C02/T1_L2/LE07_122044_20001016,LE07_L2SP_122044_20001016_20200918_02_T1,LANDSAT_7,ETM,16/10/2000,02:42:14.5269586Z,2,122,44,14,143.31,51.24,38.76,Yes,2000,1083083,73
323,LT05_121044_20001017,LANDSAT/LT05/C02/T1_L2/LT05_121044_20001017,LT05_L2SP_121044_20001017_20200906_02_T1,LANDSAT_5,TM,17/10/2000,02:24:30.5390380Z,2,121,44,17,140.04,49.30,40.70,Yes,2000,330692,2
324,LE07_122044_20001101,LANDSAT/LE07/C02/T1_L2/LE07_122044_20001101,LE07_L2SP_122044_20001101_20200917_02_T1,LANDSAT_7,ETM,1/11/2000,02:42:28.8531402Z,2,122,44,0,148.40,46.78,43.22,Yes,2000,1090006,78
325,LE07_122045_20001101,LANDSAT/LE07/C02/T1_L2/LE07_122045_20001101,LE07_L2SP_122045_20001101_20200918_02_T1,LANDSAT_7,ETM,1/11/2000,02:42:52.7571159Z,2,122,45,2,147.26,47.89,42.11,No,,,
326,LT05_121044_20001102,LANDSAT/LT05/C02/T1_L2/LT05_121044_20001102,LT05_L2SP_121044_20001102_20200906_02_T1,LANDSAT_5,TM,2/11/2000,02:24:42.7980500Z,2,121,44,2,145.23,45.08,44.92,Yes,2000,924511,53
327,LT05_121045_20001102,LANDSAT/LT05/C02/T1_L2/LT05_121045_20001102,LT05_L2SP_121045_20001102_20200906_02_T1,LANDSAT_5,TM,2/11/2000,02:25:06.7880940Z,2,121,45,48,144.10,46.13,43.87,No,,,
328,LE07_121044_20001110,LANDSAT/LE07/C02/T1_L2/LE07_121044_20001110,LE07_L2SP_121044_20001110_20200918_02_T1,LANDSAT_7,ETM,10/11/2000,02:36:15.5550332Z,2,121,44,1,150.19,44.39,45.61,Yes,2000,790583,26
329,LE07_121045_20001110,LANDSAT/LE07/C02/T1_L2/LE07_121045_20001110,LE07_L2SP_121045_20001110_20200917_02_T1,LANDSAT_7,ETM,10/11/2000,02:36:39.4528121Z,2,121,45,22,149.18,45.53,44.47,No,,,
330,LT05_122045_20001125,LANDSAT/LT05/C02/T1_L2/LT05_122045_20001125,LT05_L2SP_122045_20001125_20200906_02_T1,LANDSAT_5,TM,25/11/2000,02:31:42.2490060Z,2,122,45,12,147.76,40.71,49.29,Yes,2000,164906,0
331,LE07_121044_20001228,LANDSAT/LE07/C02/T1_L2/LE07_121044_20001228,LE07_L2SP_121044_20001228_20200917_02_T1,LANDSAT_7,ETM,28/12/2000,02:36:23.0432459Z,2,121,44,15,149.43,37.08,52.92,Yes,2000,1027501,79
332,LE07_121045_20001228,LANDSAT/LE07/C02/T1_L2/LE07_121045_20001228,LE07_L2SP_121045_20001228_20200917_02_T1,LANDSAT_7,ETM,28/12/2000,02:36:46.9349956Z,2,121,45,38,148.62,38.20,51.80,No,,,
333,LT05_121044_20010105,LANDSAT/LT05/C02/T1_L2/LT05_121044_20010105,LT05_L2SP_121044_20010105_20200906_02_T1,LANDSAT_5,TM,5/1/2001,02:25:37.4930250Z,2,121,44,17,145.47,35.82,54.18,Yes,2000,841192,37
334,LT05_121045_20010105,LANDSAT/LT05/C02/T1_L2/LT05_121045_20010105,LT05_L2SP_121045_20010105_20200906_02_T1,LANDSAT_5,TM,5/1/2001,02:26:01.4850810Z,2,121,45,25,144.63,36.88,53.12,No,,,
335,LE07_122044_20010120,LANDSAT/LE07/C02/T1_L2/LE07_122044_20010120,LE07_L2SP_122044_20010120_20200917_02_T1,LANDSAT_7,ETM,20/1/2001,02:42:37.4290446Z,2,122,44,5,144.95,38.56,51.44,Yes,2000,624894,28
336,LE07_122045_20010120,LANDSAT/LE07/C02/T1_L2/LE07_122045_20010120,LE07_L2SP_122045_20010120_20200917_02_T1,LANDSAT_7,ETM,20/1/2001,02:43:01.3238406Z,2,122,45,26,144.03,39.61,50.39,No,,,
337,LT05_121044_20010222,LANDSAT/LT05/C02/T1_L2/LT05_121044_20010222,LT05_L2SP_121044_20010222_20200906_02_T1,LANDSAT_5,TM,22/2/2001,02:26:00.6020060Z,2,121,44,0,133.44,44.39,45.61,Yes,2000,1082093,88
338,LT05_121045_20010222,LANDSAT/LT05/C02/T1_L2/LT05_121045_20010222,LT05_L2SP_121045_20010222_20200906_02_T1,LANDSAT_5,TM,22/2/2001,02:26:24.5970060Z,2,121,45,0,132.14,45.20,44.80,No,,,
339,LT05_122044_20010301,LANDSAT/LT05/C02/T1_L2/LT05_122044_20010301,LT05_L2SP_122044_20010301_20200906_02_T1,LANDSAT_5,TM,1/3/2001,02:32:15.3930000Z,2,122,44,0,131.18,46.48,43.52,Yes,2000,1023237,60
340,LT05_122045_20010301,LANDSAT/LT05/C02/T1_L2/LT05_122045_20010301,LT05_L2SP_122045_20010301_20200906_02_T1,LANDSAT_5,TM,1/3/2001,02:32:39.3880380Z,2,122,45,4,129.75,47.24,42.76,No,,,
341,LE07_121045_20010403,LANDSAT/LE07/C02/T1_L2/LE07_121045_20010403,LE07_L2SP_121045_20010403_20200917_02_T1,LANDSAT_7,ETM,3/4/2001,02:36:24.2444041Z,2,121,45,7,118.16,59.17,30.83,Yes,2000,701808,12
342,LE07_122044_20010512,LANDSAT/LE07/C02/T1_L2/LE07_122044_20010512,LE07_L2SP_122044_20010512_20200917_02_T1,LANDSAT_7,ETM,12/5/2001,02:42:03.5023746Z,2,122,44,5,97.33,66.05,23.95,Yes,2000,645563,35
343,LE07_122045_20010512,LANDSAT/LE07/C02/T1_L2/LE07_122045_20010512,LE07_L2SP_122045_20010512_20200917_02_T1,LANDSAT_7,ETM,12/5/2001,02:42:27.3883829Z,2,122,45,11,93.96,65.97,24.03,No,,,
344,LT05_121044_20010513,LANDSAT/LT05/C02/T1_L2/LT05_121044_20010513,LT05_L2SP_121044_20010513_20200906_02_T1,LANDSAT_5,TM,13/5/2001,02:26:06.1670750Z,2,121,44,4,95.32,63.93,26.07,Yes,2000,733606,14
345,LT05_121045_20010513,LANDSAT/LT05/C02/T1_L2/LT05_121045_20010513,LT05_L2SP_121045_20010513_20200906_02_T1,LANDSAT_5,TM,13/5/2001,02:26:30.1660560Z,2,121,45,2,92.26,63.81,26.19,No,,,
346,LE07_121044_20010622,LANDSAT/LE07/C02/T1_L2/LE07_121044_20010622,LE07_L2SP_121044_20010622_20200917_02_T1,LANDSAT_7,ETM,22/6/2001,02:35:23.2459005Z,2,121,44,16,83.92,65.63,24.37,Yes,2000,746964,16
347,LE07_121045_20010622,LANDSAT/LE07/C02/T1_L2/LE07_121045_20010622,LE07_L2SP_121045_20010622_20200917_02_T1,LANDSAT_7,ETM,22/6/2001,02:35:47.1312012Z,2,121,45,34,80.77,65.22,24.78,No,,,
348,LT05_122045_20010808,LANDSAT/LT05/C02/T1_L2/LT05_122045_20010808,LT05_L2SP_122045_20010808_20200906_02_T1,LANDSAT_5,TM,8/8/2001,02:32:50.1170560Z,2,122,45,4,95.77,61.08,28.92,Yes,2000,310490,5
