PointID,Year,Site_ID_OriginalStudy,Easting,Northing,OriginalClass,ConvertedClass
591,2020,Ref01_04,839491.8,842357.6,Artificial pond,Water
592,2020,Ref01_06,839713.9,841564.6,Rural plantation,Woodland
593,2020,Ref01_11,840032,841279,Woodland,Woodland
594,2020,Ref01_13,840419,840852,Woodland,Woodland
595,2020,Ref01_15,840616,840576,Woodland,Woodland
596,2020,Ref01_16,840881,840436.1,Shrubland,Shrubland
597,2020,Ref01_18,841110.7,840355,Grassland,Grassland
598,2020,Ref01_20,841223.9,839818.4,Woodland,Woodland
599,2020,Ref01_21,841150.6,839623.9,Woodland,Woodland
600,2020,Ref01_22,841578,839547.1,Woodland,Woodland
601,2020,Ref01_23,842064.4,840171.1,Grassland,Grassland
602,2020,Ref02_08,851680.1,835588.5,Woodland,Woodland
603,2020,Ref02_15,852841.6,835748.9,Grassland,Grassland
604,2020,Ref02_19,852711,835251,Shrubland,Shrubland
605,2020,Ref02_21,852440.3,835059.3,Woodland,Woodland
606,2020,Ref02_22,852399.6,834941.4,Woodland,Woodland
607,2020,Ref02_26,852842.4,834331.1,Soft shore,Barren land
608,2020,Ref02_35,852123.4,832906.1,Grassland,Grassland
609,2020,Ref03_01,838144.5,823444.7,Rural plantation,Woodland
610,2020,Ref03_02,838493.8,823926.2,Rural plantation,Woodland
611,2020,Ref03_05,838397.9,824053.6,Rural plantation,Woodland
612,2020,Ref03_07,838234.2,824051.9,Shrubland,Shrubland
613,2020,Ref03_10,837968.8,824151.3,Woodland,Woodland
614,2020,Ref03_12,837847.5,824101.4,Woodland,Woodland
615,2020,Ref03_14,837329.1,823980.5,Woodland,Woodland
616,2020,Ref03_15,836855.7,823815.4,Woodland,Woodland
617,2020,Ref03_18,836973.8,823432.3,Woodland,Woodland
618,2020,Ref04_05,851177.8,828302.1,Woodland,Woodland
619,2020,Ref04_07,851114.8,827982.2,Woodland,Woodland
620,2020,Ref04_08,850996.3,827746.4,Grassland,Grassland
621,2020,Ref04_09,851173,827422.5,Woodland,Woodland
622,2020,Ref04_10,851459.6,827271.7,Woodland,Woodland
623,2020,Ref04_15,852126.1,826831.3,Shrubland,Shrubland
624,2020,Ref04_17,852335.8,826826.9,Shrubland,Shrubland
625,2020,Ref04_18,852411.4,826943.9,Woodland,Woodland
626,2020,Ref04_19,852529.5,826883.3,Shrubland,Shrubland
627,2020,Ref04_20,852681,826926.1,Rural plantation,Woodland
628,2020,Ref05_01,813781.3,829494.7,Woodland,Woodland
629,2020,Ref05_01,813894.9,829547.6,Grassland,Grassland
630,2020,Ref05_02,813226.2,829677.8,Woodland,Woodland
631,2020,Ref05_04,813195.6,830152.4,Mixed barren land,Barren land
632,2020,Ref05_05,812928.1,830237.6,Bare rock/ soil,Barren land
633,2020,Ref05_06,812767.5,830311.6,Bare rock/ soil,Barren land
634,2020,Ref05_07,812375.5,830849.5,Bare rock/ soil,Barren land
635,2020,Ref05_08,812322.4,831504.1,Woodland,Woodland
636,2020,Ref06_01,821597.1,829754.2,Rural plantation,Woodland
637,2020,Ref06_02,821740.8,829465.1,Rural plantation,Woodland
638,2020,Ref06_03,821684,829121.3,Rural plantation,Woodland
639,2020,Ref06_05,821532.8,828655.8,Woodland,Woodland
640,2020,Ref06_06,821494.2,828627.4,Rural plantation,Woodland
641,2020,Ref06_08,821186.6,828485.2,Shrubland,Shrubland
642,2020,Ref06_09,821022,828425.5,Rural plantation,Woodland
643,2020,Ref06_10,820782.9,828256,Shrubland,Shrubland
644,2020,Ref06_11,820493.3,828177.8,Shrubland,Shrubland
645,2020,Ref06_12,820119.5,827676.6,Woodland,Woodland
646,2020,Ref06_13,820055.7,827357.4,Shrubland,Shrubland
647,2020,Ref06_14,819915.4,827092.1,Grassland,Grassland
648,2020,Ref06_15,819958.6,827057.2,Reservoirs,Water
649,2020,Ref06_16,819638.7,826994.4,Woodland,Woodland
650,2020,Ref07_01,848187.7,817443.1,Woodland,Woodland
651,2020,Ref07_03,848975.3,817144.4,Woodland,Woodland
652,2020,Ref07_04,848940.8,816789.7,Grassland,Grassland
653,2020,Ref07_05,848916.1,816774.2,Bare rock/ soil,Barren land
654,2020,Ref07_06,848909.3,816747.4,Grassland,Grassland
655,2020,Ref07_08,849196.8,817239.9,Shrubland,Shrubland
656,2020,Ref07_09,849187.2,817158,Shrubland,Shrubland
657,2020,Ref07_10,849181.9,817524.9,Shrubland,Shrubland
658,2020,Ref07_12,849302.2,817657.6,Shrubland,Shrubland
659,2020,Ref07_15,849292,818830.4,Bare rock/ soil,Barren land
660,2020,Ref07_20,848720.2,818267.7,Woodland,Woodland
661,2020,Ref07_21,848699.1,818213.2,Woodland,Woodland
662,2020,Ref08_01,814748.6,817623.4,Woodland,Woodland
663,2020,Ref08_02,814850.9,817600.7,Woodland,Woodland
664,2020,Ref08_04,815138.1,817425.1,Woodland,Woodland
665,2020,Ref08_05,815270.6,817335.6,Woodland,Woodland
666,2020,Ref08_06,815469.9,817136.1,Woodland,Woodland
667,2020,Ref08_07,815584.5,817019.4,Grassland,Grassland
668,2020,Ref08_08,816068.7,816587.8,Shrubland,Shrubland
669,2020,Ref08_09,816170.2,816303.2,Shrubland,Shrubland
670,2020,Ref08_11,816441.4,815770.1,Shrubland,Shrubland
671,2020,Ref08_12,816519.9,815730,Woodland,Woodland
672,2020,Ref08_13,816551.2,815701.1,Rural plantation,Woodland
673,2020,Ref08_14,816851.1,815618.6,Grassland,Grassland
674,2020,Ref08_15,816890.9,815479.7,Woodland,Woodland
675,2020,Ref08_16,816876,815378.8,Shrubland,Shrubland
676,2020,Ref08_17,816947.8,815224.3,Woodland,Woodland
677,2020,Ref08_18,817068.8,814475.8,Grassland,Grassland
678,2020,Ref09_02,838388.7,813555.7,Shrubland,Shrubland
679,2020,Ref09_03,838351.7,813692.4,Shrubland,Shrubland
680,2020,Ref09_06,838682.6,814154.8,Shrubland,Shrubland
681,2020,Ref09_08,839030.1,814399.8,Bare rock/ soil,Barren land
682,2020,Ref09_09,839254.2,814390.3,Shrubland,Shrubland
683,2020,Ref09_11,839328.9,814467.9,Grassland,Grassland
684,2020,Ref09_13,839725.5,814364.2,Woodland,Woodland
685,2020,Ref09_14,839999.1,814226.8,Rural plantation,Woodland
686,2020,Ref09_15,839984.2,814381.3,Woodland,Woodland
687,2020,Ref09_17,839554.9,815342.2,Woodland,Woodland
688,2020,Ref09_18,839678.3,815501.9,Woodland,Woodland
689,2020,Ref10_01,833422.8,814612.6,Woodland,Woodland
690,2020,Ref10_02,833508.9,814360.5,Woodland,Woodland
691,2020,Ref10_03,833096.2,814340.8,Woodland,Woodland
692,2020,Ref10_04,832578,814084,Grassland,Grassland
693,2020,Ref10_05,832501.3,814083.5,Rural plantation,Woodland
694,2020,Ref10_06,832578.7,813795.2,Rural plantation,Woodland
695,2020,Ref10_07,832530.7,813697,Rural plantation,Woodland
696,2020,Ref10_08,832726.4,813559.8,Woodland,Woodland
697,2020,Ref10_09,832930.9,813429.5,Shrubland,Shrubland
698,2020,Ref10_10,833123.7,812971.2,Woodland,Woodland
699,2020,Ref10_12,832965.4,812588.9,Shrubland,Shrubland
700,2020,Ref10_13,833043,812541.1,Shrubland,Shrubland
701,2020,Ref10_15,833710.8,812817.6,Woodland,Woodland
702,2020,Ref11_01,812714.2,812071.7,Rural plantation,Woodland
703,2020,Ref11_02,812793.5,811951.8,Woodland,Woodland
704,2020,Ref11_04,812995.6,811717.1,Shrubland,Shrubland
705,2020,Ref11_05,813166,811704.2,Shrubland,Shrubland
706,2020,Ref11_06,813205.1,811767.5,Shrubland,Shrubland
707,2020,Ref11_07,813448,812093.1,Shrubland,Shrubland
708,2020,Ref11_08,813468.3,812157.2,Woodland,Woodland
709,2020,Ref11_12,815068.8,812653.7,Woodland,Woodland
710,2020,Ref11_14,815419.6,813095.6,Woodland,Woodland
711,2020,Ref11_15,815570,813208,Woodland,Woodland
712,2020,Ref11_16,815957.2,813258.2,Rural plantation,Woodland
713,2020,Ref11_17,816643.7,813151.1,Rural plantation,Woodland
714,2020,Ref12_02,807960.8,816610.1,Grassland,Grassland
715,2020,Ref12_02,807986.7,816658.3,Grassland,Grassland
716,2020,Ref12_03,807963.5,816672.9,Marsh/ reed bed,Grassland
717,2020,Ref12_04,808238.5,816691.5,Woodland,Woodland
718,2020,Ref12_06,808859.1,816806.6,Woodland,Woodland
719,2020,Ref12_09,809513.2,817055.1,Shrubland,Shrubland
720,2020,Ref13_01,822667.8,839281.3,Marsh/ reed bed,Grassland
721,2020,Ref13_01,822303.5,838732.1,Marsh/ reed bed,Grassland
722,2020,Ref13_02,822282.1,838742.2,Marsh/ reed bed,Grassland
723,2020,Ref13_03,822399.9,838833,Artificial pond,Water
724,2020,Ref13_09,822421.4,838858.6,Woodland,Woodland
725,2020,Ref13_10,822478.1,838951,Woodland,Woodland
726,2020,Ref13_10,822512.3,838916,Artificial pond,Water
727,2020,Ref13_10,822497.1,838886.3,Artificial pond,Water
728,2020,Ref13_11,822910.1,839414.8,Artificial pond,Water
729,2020,Ref13_11,822891.8,839440.3,Artificial pond,Water
730,2020,Ref13_12,823055.2,839539.8,Woodland,Woodland
731,2020,Ref13_13,822865.6,835426.7,Natural watercourse,Water
732,2020,Ref13_14,822468.5,836013.8,Woodland,Woodland
733,2020,Ref13_14,822576.3,836082.1,Natural watercourse,Water
734,2020,Ref13_15,821342.9,836625.1,Woodland,Woodland
735,2020,Ref13_15,821361.6,836686,Natural watercourse,Water
736,2020,Ref13_16,821396.2,835982.1,Marsh/ reed bed,Grassland
737,2020,Ref13_16,821314.6,835992.4,Grassland,Grassland
738,2020,Ref13_17,821564.4,835489.1,Rural plantation,Woodland
739,2020,Ref13_17,821631,835417.2,Marsh/ reed bed,Grassland
740,2020,Ref14_05,831800.6,842281.9,Grassland,Grassland
741,2020,Ref14_06,831934.1,842218.3,Grassland,Grassland
742,2020,Ref14_08,832313.2,841840.7,Grassland,Grassland
743,2020,Ref14_10,833072.6,841739.4,Shrubland,Shrubland
744,2020,Ref14_14,833736.7,841667.7,Grassland,Grassland
745,2020,Ref14_15,833859.4,841820,Grassland,Grassland
746,2020,Ref14_16,833930.2,841911.6,Grassland,Grassland
747,2020,Ref14_18,834312.1,842054,Grassland,Grassland
748,2020,Ref15_01,830975.2,830168.6,Grassland,Grassland
749,2020,Ref15_04,830871.9,830551.3,Woodland,Woodland
750,2020,Ref15_05,831551.3,830769.1,Shrubland,Shrubland
751,2020,Ref15_06,831562.6,830827.2,Grassland,Grassland
752,2020,Ref15_07,830943.5,829905.9,Grassland,Grassland
753,2020,Ref15_09,830564.9,829824.7,Woodland,Woodland
754,2020,Ref15_10,829953.7,830007.5,Shrubland,Shrubland
755,2020,Ref15_11,829354,829564.9,Woodland,Woodland
756,2020,Ref15_12,829193.4,829604.7,Woodland,Woodland
757,2020,Ref15_13,828983.8,829447.2,Rural plantation,Woodland
758,2020,Tru01_01,833651.3,823315.5,Woodland,Woodland
759,2020,Tru01_02,833427.4,823284.7,Reservoirs,Water
760,2020,Tru01_03,833384.6,823234.1,Woodland,Woodland
761,2020,Tru01_04,832997.9,823465.8,Reservoirs,Water
762,2020,Tru01_08,832748.4,824005.5,Rural plantation,Woodland
763,2020,Tru01_09,832796.4,824286.5,Rural plantation,Woodland
764,2020,Tru01_13,833147.6,825024.9,Shrubland,Shrubland
765,2020,Tru01_14,833596.4,825328.7,Rural plantation,Woodland
766,2020,Tru01_15,833610.7,825434.6,Shrubland,Shrubland
767,2020,Tru01_16,833510.1,825722,Woodland,Woodland
768,2020,Tru01_17,833385.4,825848.6,Woodland,Woodland
769,2020,Tru01_18,833376.2,826110.2,Woodland,Woodland
770,2020,Tru01_19,833257.3,826663.5,Reservoirs,Water
771,2020,Tru02_01,836718.1,832159.4,Woodland,Woodland
772,2020,Tru02_02,836657.1,832445.7,Woodland,Woodland
773,2020,Tru02_03,836198.7,832100.4,Woodland,Woodland
774,2020,Tru02_04,835966.9,831744.2,Woodland,Woodland
775,2020,Tru02_05,835333.7,829536.5,Grassland,Grassland
776,2020,Tru02_08,835136.1,828831.2,Woodland,Woodland
777,2020,Tru02_10,834866.4,828032.1,Shrubland,Shrubland
778,2020,Tru02_11,834132.2,828240.7,Woodland,Woodland
779,2020,Tru02_12,833770.9,828445.6,Reservoirs,Water
780,2020,Tru02_13,833725.3,828467,Grassland,Grassland
781,2020,Tru03_05,843297.6,817646,Shrubland,Shrubland
782,2020,Tru03_06,843304.5,817393.9,Rural plantation,Woodland
783,2020,Tru03_07,843321.8,817331.5,Woodland,Woodland
784,2020,Tru03_08,843287.6,817278.7,Shrubland,Shrubland
785,2020,Tru03_13,843146.5,817140.7,Shrubland,Shrubland
786,2020,Tru03_15,842989.4,816979,Woodland,Woodland
787,2020,Tru03_17,842949.4,816923,Woodland,Woodland
788,2020,Tru03_18,842942.3,816849.6,Rural plantation,Woodland
789,2020,Tru03_20,842979.7,816637.5,Grassland,Grassland
790,2020,Tru03_21,842838.7,816586.6,Woodland,Woodland
791,2020,Tru03_22,842742.4,816515.2,Woodland,Woodland
792,2020,Tru04_01,840717.4,824703.2,Woodland,Woodland
793,2020,Tru04_02,840926.8,824746.1,Woodland,Woodland
794,2020,Tru04_05,841334.5,825392.1,Shrubland,Shrubland
795,2020,Tru04_07,841401.1,825664.1,Woodland,Woodland
796,2020,Tru04_11,842213.1,825836.4,Shrubland,Shrubland
797,2020,Tru04_12,842536.4,826049.2,Grassland,Grassland
798,2020,Tru04_13,842616,826125.2,Woodland,Woodland
799,2020,Tru04_14,842954.6,826463.6,Shrubland,Shrubland
800,2020,Tru04_17,843440,827098.8,Rural plantation,Woodland
801,2020,Tru04_19,843681,827089.2,Shrubland,Shrubland
802,2020,Tru04_20,843887.8,827293.9,Woodland,Woodland
803,2020,Tru04_21,843982.4,827269,Grassland,Grassland
804,2020,Tru04_22,844037.9,827267.7,Grassland,Grassland
805,2020,Tru05_01,815930.3,828448.2,Woodland,Woodland
806,2020,Tru05_06,816695.9,828409.5,Shrubland,Shrubland
807,2020,Tru05_08,816854.5,828364.9,Woodland,Woodland
808,2020,Tru05_11,817031.2,828390.3,Rural plantation,Woodland
809,2020,Tru05_13,816963.5,828663.6,Rural plantation,Woodland
810,2020,Tru05_15,816774.2,828784,Shrubland,Shrubland
811,2020,Tru05_20,816881.2,829480.7,Shrubland,Shrubland
812,2020,Tru05_22,817046.9,830250.5,Reservoirs,Water
813,2020,Tru06_02,820352.1,834768.2,Woodland,Woodland
814,2020,Tru06_06,819807.2,834886.1,Rural plantation,Woodland
815,2020,Tru06_07,819837.3,834946.4,Grassland,Grassland
816,2020,Tru06_08,819798.4,834971.3,Grassland,Grassland
817,2020,Tru06_11,819638.9,835127.2,Grassland,Grassland
818,2020,Tru06_13,819700.2,835358.8,Grassland,Grassland
819,2020,Tru06_16,819846.6,835766.5,Grassland,Grassland
820,2020,Tru06_17,819839.9,836257.2,Marsh/ reed bed,Grassland
821,2020,Tru06_18,819794.9,836315.8,Artificial pond,Water
822,2020,Tru06_19,819716.9,836219.6,Marsh/ reed bed,Grassland
823,2020,Tru06_20,819609.6,836189.3,Marsh/ reed bed,Grassland
824,2020,Tru06_22,819317.2,836552.4,Artificial pond,Water
825,2020,Tru06_24,819183.9,837295.4,Natural watercourse,Water
826,2020,Tru06_27,819072.8,838521.6,Woodland,Woodland
827,2020,Tru07_02,825250.8,838594.2,Grassland,Grassland
828,2020,Tru07_03,825157.4,838574.3,Bare rock/ soil,Barren land
829,2020,Tru07_04,825278.4,838479.9,Woodland,Woodland
830,2020,Tru07_08,825499.5,839677,Grassland,Grassland
831,2020,Tru07_09,825354.9,839877.6,Artificial pond,Water
832,2020,Tru07_10,825357.2,839977.1,Artificial pond,Water
833,2020,Tru07_11,825470.3,840141.1,Artificial pond,Water
834,2020,Tru07_13,825615.6,840332.1,Artificial pond,Water
835,2020,Tru07_14,825598.7,840307.5,Grassland,Grassland
836,2020,Tru07_15,825764.4,840375,Woodland,Woodland
837,2020,Tru07_17,826036,840590,Grassland,Grassland
838,2020,Tru07_19,826724.1,840624,Agricultural land,Grassland
839,2020,Tru07_20,826623.1,840595.9,Agricultural land,Grassland
840,2020,Tru07_22,826545.1,840764.9,Agricultural land,Grassland
841,2020,Tru08_01,810211.4,828129.6,Woodland,Woodland
842,2020,Tru08_08,809707.5,828123.4,Rural plantation,Woodland
843,2020,Tru08_09,809624.5,828174.2,Rural plantation,Woodland
844,2020,Tru08_10,809623.4,828258.1,Grassland,Grassland
845,2020,Tru08_15,809574.6,828339.5,Grassland,Grassland
846,2020,Tru08_16,809672.3,828123.2,Shrubland,Shrubland
847,2020,Tru08_22,810804.6,826183.1,Woodland,Woodland
848,2020,Tru08_23,810959.9,826099.6,Rural plantation,Woodland
849,2020,Tru09_04,827809.4,826504.3,Shrubland,Shrubland
850,2020,Tru09_09,827502.8,826470,Rural plantation,Woodland
851,2020,Tru09_10,827078.8,826630,Grassland,Grassland
852,2020,Tru09_12,826941,826660.1,Grassland,Grassland
853,2020,Tru09_13,826583.7,827288.8,Shrubland,Shrubland
854,2020,Tru09_14,826450.9,827473.7,Rural plantation,Woodland
855,2020,Tru09_15,825870.8,827528.8,Rural plantation,Woodland
856,2020,Tru09_16,825675.3,827614.2,Woodland,Woodland
857,2020,Tru09_17,824871,827235.7,Shrubland,Shrubland
858,2020,Tru09_18,824548.5,827384.9,Rural plantation,Woodland
859,2020,Tru09_19,824439.6,826898.3,Agricultural land,Grassland
860,2020,Tru09_20,824424.2,826723.3,Woodland,Woodland
861,2020,Tru09_21,824267.9,826719.5,Bare rock/ soil,Barren land
862,2020,Tru09_22,824433.3,826291.6,Shrubland,Shrubland
863,2020,Tru09_25,824567,825849.8,Shrubland,Shrubland
864,2020,Tru10_01,822773.4,822320,Woodland,Woodland
865,2020,Tru10_04,823408.6,822458.9,Shrubland,Shrubland
866,2020,Tru10_06,823600.8,822268.4,Shrubland,Shrubland
867,2020,Tru10_08,823608.8,822176.3,Shrubland,Shrubland
868,2020,Tru10_09,823794.3,821737.9,Soft shore,Barren land
869,2020,Tru10_10,823807.1,821729.6,Natural rocky shoreline,Barren land
870,2020,Tru10_11,823701.8,821712.9,Soft shore,Barren land
871,2020,Tru10_13,823729.9,821373.1,Woodland,Woodland
872,2020,Tru10_16,823683.6,821376.3,Shrubland,Shrubland
873,2020,Tru10_20,823301.3,821446.5,Shrubland,Shrubland
874,2020,Tru10_22,822960.2,821492.6,Grassland,Grassland
875,2020,Tru11_02,817907.3,814523.9,Soft shore,Barren land
876,2020,Tru11_03,818152.1,814807.5,Natural rocky shoreline,Barren land
877,2020,Tru11_04,818296.7,814869,Soft shore,Barren land
878,2020,Tru11_07,818615.9,814786.1,Shrubland,Shrubland
879,2020,Tru11_10,818904.1,815152.2,Rural plantation,Woodland
880,2020,Tru11_14,819206.3,815521.2,Woodland,Woodland
881,2020,Tru11_15,819493.9,815647.8,Woodland,Woodland
882,2020,Tru11_16,819770.4,815681.3,Woodland,Woodland
883,2020,Tru11_17,819773.5,815733.6,Woodland,Woodland
884,2020,Tru11_18,820073.2,815861.4,Rural plantation,Woodland
885,2020,Tru11_20,820178.8,816063.4,Woodland,Woodland
886,2020,Tru12_02,815612.8,811354.8,Marsh/ reed bed,Grassland
887,2020,Tru12_03,815846.5,811506.4,Grassland,Grassland
888,2020,Tru12_05,815918.8,811613.5,Marsh/ reed bed,Grassland
889,2020,Tru12_09,816359.1,811125.6,Woodland,Woodland
890,2020,Tru12_11,817149.5,811100.7,Woodland,Woodland
891,2020,Tru12_12,817297.7,811224.8,Grassland,Grassland
892,2020,Tru12_14,817343.3,811403.7,Mixed barren land,Barren land
893,2020,Tru12_17,816785.4,810716,Woodland,Woodland
894,2020,Tru12_22,816485.7,810300.6,Shrubland,Shrubland
895,2020,Tru12_23,816463.2,810268,Bare rock/ soil,Barren land
896,2020,Tru13_01,806854.5,811790.9,Grassland,Grassland
897,2020,Tru13_02,806775.6,811691.2,Rural plantation,Woodland
898,2020,Tru13_05,806507.8,811282.9,Grassland,Grassland
899,2020,Tru13_06,806371.2,811065.2,Woodland,Woodland
900,2020,Tru13_08,806157.8,810767.1,Grassland,Grassland
901,2020,Tru13_09,806060.9,810635.9,Grassland,Grassland
902,2020,Tru13_11,805904.9,810509.6,Grassland,Grassland
903,2020,Tru13_12,805878.8,810406.7,Shrubland,Shrubland
904,2020,Tru13_13,805592.1,810345.5,Grassland,Grassland
905,2020,Tru13_15,805187.3,810223.2,Shrubland,Shrubland
906,2020,Tru13_17,804712.1,810299.7,Shrubland,Shrubland
907,2020,Tru13_18,804481.4,810633.3,Woodland,Woodland
908,2020,Tru13_19,804575.5,810701,Rural plantation,Woodland
909,2020,Tru13_20,804612,811625.7,Woodland,Woodland
910,2020,Tru13_24,803962.3,812426.9,Artificial pond,Water
911,2020,Tru14_01,808530.5,812871.9,Woodland,Woodland
912,2020,Tru14_02,808793.4,812874.1,Rural plantation,Woodland
913,2020,Tru14_03,809019.3,812936.5,Woodland,Woodland
914,2020,Tru14_04,809153.1,812992.2,Shrubland,Shrubland
915,2020,Tru14_09,809395.3,813765.9,Woodland,Woodland
916,2020,Tru14_10,809347.1,813889.7,Woodland,Woodland
917,2020,Tru14_11,809255.8,814072.1,Woodland,Woodland
918,2020,Tru14_14,808803.1,814607.9,Shrubland,Shrubland
919,2020,Tru14_16,808503.2,814277.7,Woodland,Woodland
920,2020,Tru14_19,808278.9,813441.8,Woodland,Woodland
921,2020,Tru15_01,844202.8,813680.7,Woodland,Woodland
922,2020,Tru15_02,844012.8,813299,Woodland,Woodland
923,2020,Tru15_03,843926.9,813056.4,Shrubland,Shrubland
924,2020,Tru15_04,843911,812973.7,Shrubland,Shrubland
925,2020,Tru15_05,843957.7,812827.4,Shrubland,Shrubland
926,2020,Tru15_08,843458.3,812973.9,Woodland,Woodland
927,2020,Tru15_12,842986.1,812903.5,Woodland,Woodland
928,2020,Tru15_14,843409.7,812470.5,Woodland,Woodland
929,2020,Tru15_15,843528,811988.7,Soft shore,Barren land
930,2020,Tru15_17,843683.3,811930.3,Natural rocky shoreline,Barren land
931,2020,Tru15_19,843735,811982.5,Grassland,Grassland
932,2020,Tru16_01,838617.2,815946.7,Woodland,Woodland
933,2020,Tru16_02,838465.9,815871.5,Rural plantation,Woodland
934,2020,Tru16_08,838555.5,815292.9,Woodland,Woodland
935,2020,Tru16_10,839147.8,815350.1,Shrubland,Shrubland
936,2020,Tru16_15,839490.2,815523.5,Woodland,Woodland
937,2020,Tru17_01,837356.3,813178.8,Woodland,Woodland
938,2020,Tru17_06,836307.8,813450,Shrubland,Shrubland
939,2020,Tru17_08,836162.4,813293,Shrubland,Shrubland
940,2020,Tru17_09,836187.7,813114.8,Shrubland,Shrubland
941,2020,Tru17_10,836155.2,813088.8,Shrubland,Shrubland
942,2020,Tru17_12,835666.8,813394.5,Woodland,Woodland
943,2020,Tru17_13,835810.2,812832.4,Woodland,Woodland
944,2020,Tru17_15,835387.4,812636.1,Shrubland,Shrubland
945,2020,Tru17_16,835103.7,812554.1,Shrubland,Shrubland
946,2020,Tru17_17,835014.3,812465.8,Shrubland,Shrubland
947,2020,Tru17_19,834698.8,812567.5,Rural plantation,Woodland
948,2020,Tru17_20,834626.2,812716.5,Reservoirs,Water
949,2020,Tru17_21,834360,812703.9,Woodland,Woodland
950,2020,Tru18_01,845435.4,825979.2,Woodland,Woodland
951,2020,Tru18_02,845562.9,826069.7,Woodland,Woodland
952,2020,Tru18_03,845741.2,826084.3,Woodland,Woodland
953,2020,Tru18_04,845908,826015.2,Rural plantation,Woodland
954,2020,Tru18_05,845891.7,825591.9,Woodland,Woodland
955,2020,Tru18_06,845986.8,825312.1,Woodland,Woodland
956,2020,Tru18_07,845974.5,825038.5,Woodland,Woodland
957,2020,Tru18_08,846208,824699.2,Shrubland,Shrubland
958,2020,Tru18_09,846324.4,824558.7,Woodland,Woodland
959,2020,Tru18_10,846316.7,824518.8,Rural plantation,Woodland
960,2020,Tru18_11,846455.8,824275.9,Shrubland,Shrubland
961,2020,Tru18_13,846352.4,823537.5,Natural rocky shoreline,Barren land
962,2020,Tru18_15,846425.1,824429.1,Woodland,Woodland
963,2020,Tru18_16,845998.6,824889.5,Grassland,Grassland
964,2020,Tru18_19,845732.3,824462.2,Woodland,Woodland
965,2020,Tru19_02,847917.4,812827.3,Woodland,Woodland
966,2020,Tru19_03,847437.9,812678.7,Shrubland,Shrubland
967,2020,Tru19_06,847260.9,812343.2,Shrubland,Shrubland
968,2020,Tru19_07,847427,811924.2,Shrubland,Shrubland
969,2020,Tru19_11,847487.8,812706.7,Woodland,Woodland
970,2020,Tru19_13,848200.6,813071.4,Grassland,Grassland
971,2020,Tru19_14,848438.4,813115.1,Grassland,Grassland
972,2020,Tru19_16,848491.3,813037.5,Rural plantation,Woodland
973,2020,Tru19_19,848678.3,812880.4,Natural rocky shoreline,Barren land
974,2020,Tru19_20,848498.2,813277.6,Grassland,Grassland
975,2020,Tru19_21,848530.1,813259.7,Natural rocky shoreline,Barren land
976,2020,Tru20_01,828108.9,842524.7,Grassland,Grassland
977,2020,Tru20_02,828141.2,842615.6,Woodland,Woodland
978,2020,Tru20_03,828001.2,842567.4,Marsh/ reed bed,Grassland
979,2020,Tru20_04,827863.1,842811.8,Artificial pond,Water
980,2020,Tru20_05,827932.2,842961.4,Marsh/ reed bed,Grassland
981,2020,Tru20_06,828241.6,843322.9,Marsh/ reed bed,Grassland
982,2020,Tru20_07,828344.9,843355.2,Marsh/ reed bed,Grassland
983,2020,Tru20_08,828661.7,843392.4,Artificial pond,Water
984,2020,Tru20_09,828911.7,843368.1,Woodland,Woodland
985,2020,Tru20_10,829029.3,843262.8,Grassland,Grassland
986,2020,Tru20_13,829900.2,841970,Modified watercourse,Water
987,2020,Tru20_15,829920.8,841343.3,Agricultural land,Grassland
988,2020,Tru21_01,827511.1,838999.3,Woodland,Woodland
989,2020,Tru21_05,828114.6,838375.8,Grassland,Grassland
990,2020,Tru21_06,828339.2,838322.6,Agricultural land,Grassland
991,2020,Tru21_07,828501.8,838341.5,Grassland,Grassland
992,2020,Tru21_09,829449.1,838396.2,Woodland,Woodland
993,2020,Tru21_11,829331.4,838487,Grassland,Grassland
994,2020,Tru21_14,829988.7,838011,Woodland,Woodland
995,2020,Tru21_15,830552.8,838176.9,Grassland,Grassland
996,2020,Tru21_17,830581.2,838467.2,Agricultural land,Grassland
997,2020,Tru22_01,842985.5,840645.9,Woodland,Woodland
998,2020,Tru22_02,843041.4,840673.2,Grassland,Grassland
999,2020,Tru22_03,843197.9,840588.1,Grassland,Grassland
1000,2020,Tru22_05,844078.2,840619.1,Shrubland,Shrubland
1001,2020,Tru22_09,845080,840811.4,Woodland,Woodland
1002,2020,Tru22_14,845874.7,841567.1,Woodland,Woodland
1003,2020,Tru22_15,845912.6,841669.5,Marsh/ reed bed,Grassland
1004,2020,Tru22_17,846003.8,841826.8,Marsh/ reed bed,Grassland
1005,2020,Tru22_18,846057.9,841663.6,Artificial pond,Water
1006,2020,Tru22_30,845064.7,840358.6,Woodland,Woodland
1007,2020,Tru22_31,844676.3,840334,Woodland,Woodland
1008,2020,Tru22_32,844506.6,840398.3,Grassland,Grassland
1009,2020,Tru23_01,832470.8,834682.8,Woodland,Woodland
1010,2020,Tru23_03,832680.6,834667.1,Grassland,Grassland
1011,2020,Tru23_04,833027.2,834485.8,Woodland,Woodland
1012,2020,Tru23_05,833070,834378.2,Woodland,Woodland
1013,2020,Tru23_06,833141.8,834266,Woodland,Woodland
1014,2020,Tru23_07,833125.4,834035.9,Grassland,Grassland
1015,2020,Tru23_08,833254.6,834019,Shrubland,Shrubland
