RowID,Taxa,Family,ChecklistName,CommonName,中文名稱,NativePlant,Fellowes2002,Corlett2000,Cap96,Cap170,Cap586,RarePreciousPlant,ChinaRedListVertebrates,ChinaRedDataPlant,IUCNRedList,ConservationConcern
1198,Dragonflies,Coenagrionidae,Agriocnemis pygmaea,Wandering Midget,黃尾小蟌,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1199,Dragonflies,Coenagrionidae,Ceriagrion auranticum ryukyuanum,Orange-tailed Sprite,翠胸黃蟌,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1200,Dragonflies,Coenagrionidae,Ischnura asiatica,Asian Bluetail,東亞異痣蟌,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1201,Dragonflies,Coenagrionidae,Ischnura senegalensis,Common Bluetail,褐斑異痣蟌,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1202,Dragonflies,Coenagrionidae,Ischnura rufostigma,Red Bluetail,赤斑異痣蟌,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1203,Dragonflies,Coenagrionidae,Mortonagrion hirosei,Four-spot Midget,廣瀨妹蟌,NA,GC,NA,N,N,N,N,NA,NA,NT,Y
1204,Dragonflies,Coenagrionidae,Paracercion calamorum dyeri,Dusky Lilysquatter,藍紋尾蟌,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1205,Dragonflies,Coenagrionidae,Paracercion hieroglyphicum,Japanese Lilysquatter,隼尾蟌,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1206,Dragonflies,Coenagrionidae,Paracercion melanotum,Eastern Lilysquatter,黑背尾蟌,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1207,Dragonflies,Coenagrionidae,Pseudagrion microcephalum,Blue Sprite,綠斑蟌,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1208,Dragonflies,Coenagrionidae,Pseudagrion pruinosum fraseri,Ferruginous-faced Sprite,赤斑蟌,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1209,Dragonflies,Coenagrionidae,Pseudagrion rubriceps rubriceps,Orange-faced Sprite,丹頂斑蟌,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1210,Dragonflies,Coenagrionidae,Pseudagrion spencei,Brook Sprite,褐斑蟌,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1211,Dragonflies,Platycnemididae,Calicnemia sinensis,Chinese Mountain Damsel,華麗扇蟌,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1212,Dragonflies,Platycnemididae,Coeliccia cyanomelas,Blue Forest Damsel,黃紋長腹扇蟌,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1213,Dragonflies,Platycnemididae,Copera marginipes,Yellow Featherlegs,黃狹扇蟌,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1214,Dragonflies,Coenagrionidae,Onychargia atrocyana,Marsh Dancer,毛面同痣蟌,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1215,Dragonflies,Platycnemididae,Prodasineura autumnalis,Black Threadtail,烏微橋原蟌,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1216,Dragonflies,Platycnemididae,Prodasineura croconota,Orange-backed Threadtail,朱背微橋原蟌,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1217,Dragonflies,Platycnemididae,Pseudocopera ciliata,Black-kneed Featherlegs,毛狹扇蟌,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1218,Dragonflies,Platystictidae,Drepanosticta hongkongensis,Blue-tailed Shadowdamsel,香港鐮扁蟌,NA,GC,NA,N,N,N,N,NA,NA,LC,Y
1219,Dragonflies,Platystictidae,Protosticta beaumonti,Short-winged Shadowdamsel,黃頸原扁蟌,NA,GC,NA,N,N,N,N,NA,NA,LC,Y
1220,Dragonflies,Platystictidae,Protosticta taipokauensis,White-banded Shadowdamsel,白瑞原扁蟌,NA,GC,NA,N,N,N,N,NA,NA,LC,Y
1221,Dragonflies,Platystictidae,Sinosticta ogatai,Yellow-spotted Shadowdamsel,緒方華扁蟌,NA,GC,NA,N,N,N,N,NA,NA,LC,Y
1222,Dragonflies,Aeshnidae,Anaciaeschna jaspidea,Common Evening Hawker,碧翠蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1223,Dragonflies,Aeshnidae,Anaciaeschna martini,,褐翠蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1224,Dragonflies,Aeshnidae,Anax aurantiacus,Fiery Emperor,黃偉蜓,NA,NA,NA,N,N,N,N,NA,NA,NE,N
1225,Dragonflies,Aeshnidae,Anax guttatus,Pale-spotted Emperor,斑偉蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1226,Dragonflies,Aeshnidae,Anax indicus,Elephant Emperor,印度偉蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1227,Dragonflies,Aeshnidae,Anax nigrofasciatus nigrofasciatus,Blue-spotted Emperor,黑紋偉蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1228,Dragonflies,Aeshnidae,Anax julius,Lesser Emperor,碧偉蜓,NA,NA,NA,N,N,N,N,NA,NA,NE,N
1229,Dragonflies,Aeshnidae,Cephalaeschna klotsae,Yellow-spotted Dusk-hawker,克氏頭蜓,NA,NA,NA,N,N,N,N,NA,NA,DD,N
1230,Dragonflies,Aeshnidae,Gynacantha japonica,Blue-spotted Dusk-hawker,日本長尾蜓,NA,LC,NA,N,N,N,N,NA,NA,NA,Y
1231,Dragonflies,Aeshnidae,Gynacantha ryukyuensis,Ryukyu Dusk-hawker,琉球長尾蜓,NA,NA,NA,N,N,N,N,NA,NA,NA,N
1232,Dragonflies,Aeshnidae,Gynacantha saltatrix,Little Dusk-hawker,跳長尾蜓,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1233,Dragonflies,Aeshnidae,Gynacantha subinterrupta,Dingy Dusk-hawker,細腰長尾蜓,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1234,Dragonflies,Aeshnidae,Planaeschna skiaperipola,,幽靈黑額蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1235,Dragonflies,Aeshnidae,Polycanthagyna erythromelas,Tiger Hawker,紅褐多棘蜓,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1236,Dragonflies,Aeshnidae,Polycanthagyna ornithocephala,Bird-beaked Hawker,藍黑多棘蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1237,Dragonflies,Aeshnidae,Tetracanthagyna waterhousei,Giant River Hawker,沃氏短痣蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1238,Dragonflies,Gomphidae,Asiagomphus hainanensis,Hainan Clubtail,海南亞春蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1239,Dragonflies,Gomphidae,Burmagomphus vermicularis,Dog-legged Clubtail,聯紋緬春蜓,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1240,Dragonflies,Gomphidae,Euthygomphus koxingai,Whitetip Clubtail,國姓簡尾春蜓,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1241,Dragonflies,Gomphidae,Fukienogomphus choifongae,Hong Kong Tusktail,賽芳閩春蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1242,Dragonflies,Gomphidae,Gomphidia kelloggi,Chinese Tiger,克氏小葉春蜓,NA,GC,NA,N,N,N,N,NA,NA,EN,Y
1243,Dragonflies,Gomphidae,Heliogomphus retroflexus,White-tipped Grappletail,扭尾曦春蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1244,Dragonflies,Gomphidae,Heliogomphus scorpio,South China Grappletail,獨角曦春蜓,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1245,Dragonflies,Gomphidae,Ictinogomphus pertinax,Common Flangetail,霸王葉春蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1246,Dragonflies,Gomphidae,Labrogomphus torvus,Marauder Clubtail,凶猛春蜓,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1247,Dragonflies,Gomphidae,Lamelligomphus hainanensis,Hainan Hooktail,海南環尾春蜓,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1248,Dragonflies,Gomphidae,Leptogomphus hongkongensis,Hong Kong Clubtail,香港纖春蜓,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1249,Dragonflies,Gomphidae,Megalogomphus sommeri,Giant Hooktail,薩默碩春蜓,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1250,Dragonflies,Gomphidae,Melligomphus guangdongensis,Guangdong Hooktail,廣東彎尾春蜓,NA,GC,NA,N,N,N,N,NA,NA,VU,Y
1251,Dragonflies,Gomphidae,Melligomphus sinicus,Chinese Hooktail,中華彎尾春蜓,NA,NA,NA,N,N,N,N,NA,NA,DD,N
1252,Dragonflies,Gomphidae,Paragomphus capricornis,Tawny Hooktail,鈎尾副春蜓,NA,RC,NA,N,N,N,N,NA,NA,LC,Y
1253,Dragonflies,Gomphidae,Sieboldius alexanderi,Small Dragonhunter,亞力施春蜓,NA,GC,NA,N,N,N,N,NA,NA,DD,Y
1254,Dragonflies,Gomphidae,Sieboldius deflexus,Large Dragonhunter,折尾施春蜓,NA,GC,NA,N,N,N,N,NA,NA,LC,Y
1255,Dragonflies,Gomphidae,Sinictinogomphus clavatus,Golden Flangetail,大團扇春蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1256,Dragonflies,Gomphidae,Stylogomphus chunliuae,Small Clubtail,純鎏尖尾春蜓,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1257,Dragonflies,Gomphidae,Stylogomphus sp. 3,,尖尾春蜓屬待定種3,NA,NA,NA,N,N,N,N,NA,NA,NA,N
1258,Dragonflies,Gomphidae,Stylurus annulatus,,,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1259,Dragonflies,Gomphidae,Stylurus clathratus,,黑面擴腹春蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1260,Dragonflies,Chlorogomphidae,Chlorogomphus papilio,,蝴蝶裂唇蜓,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1261,Dragonflies,Cordulegastridae,Anotogaster cf. klossi,,圓臀大蜓屬物種,NA,NA,NA,N,N,N,N,NA,NA,NA,N
1262,Dragonflies,Macromiidae,Epophthalmia elegans,Regal Pond Cruiser,閃藍麗大偽蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1263,Dragonflies,Macromiidae,Macromia berlandi,Angle-winged Cruiser,伯蘭大偽蜻,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1264,Dragonflies,Macromiidae,Macromia katae,South China Cruiser,天使大偽蜻,NA,GC,NA,N,N,N,N,NA,NA,VU,Y
1265,Dragonflies,Macromiidae,Macromia urania,Club-tailed Cruiser,天王大偽蜻,NA,GC,NA,N,N,N,N,NA,NA,LC,Y
1266,Dragonflies,Synthemistidae,Idionyx claudia,South China Shadow-emerald,郁異偽蜻,NA,GC,NA,N,N,N,N,NA,NA,LC,Y
1267,Dragonflies,Synthemistidae,Idionyx victor,Dancing Shadow-emerald,威異偽蜻,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1268,Dragonflies,Synthemistidae,Macromidia ellenae,Spangled Shadow-emerald,伊中偽蜻,NA,GC,NA,N,N,N,N,NA,NA,VU,Y
1269,Dragonflies,Synthemistidae,Macromidia rapida,Common Shadow-emerald,颶中偽蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1270,Dragonflies,Libellulidae,Acisoma panorpoides,Asian Pintail,錐腹蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1271,Dragonflies,Libellulidae,Aethriamanta brevipennis,Elusive Adjutant,紅腹異蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1272,Dragonflies,Libellulidae,Brachydiplax flavovittata,Blue Dasher,藍額疏脈蜻,NA,NA,NA,N,N,N,N,NA,NA,NA,N
1273,Dragonflies,Libellulidae,Brachythemis contaminata,Asian Amberwing,黃翅蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1274,Dragonflies,Libellulidae,Cratilla lineata,Emerald-banded Skimmer,線紋林蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1275,Dragonflies,Libellulidae,Crocothemis servilia servilia,Crimson Darter,紅蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1276,Dragonflies,Libellulidae,Diplacodes nebulosa,Black-tipped Percher,斑藍小蜻,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1277,Dragonflies,Libellulidae,Diplacodes trivialis,Blue Percher,紋藍小蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1278,Dragonflies,Libellulidae,Hydrobasileus croceus,Amber-winged Glider,臀斑楔翅蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1279,Dragonflies,Libellulidae,Indothemis carnatica,Black Marsh Skimmer,深藍印蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1280,Dragonflies,Libellulidae,Lyriothemis elegantissima,Forest Chaser,華麗寬腹蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1281,Dragonflies,Libellulidae,Macrodiplax cora,Coastal Glider,高翔漭蜻,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1282,Dragonflies,Libellulidae,Nannophya pygmaea,Scarlet Dwarf,侏紅小蜻,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1283,Dragonflies,Libellulidae,Nannophyopsis clara,Emerald Dwarf,膨腹斑小蜻,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1284,Dragonflies,Libellulidae,Neurothemis fulvia,Russet Percher,網脈蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1285,Dragonflies,Libellulidae,Neurothemis tullia tullia,Pied Percher,截斑脈蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1286,Dragonflies,Libellulidae,Onychothemis tonkinensis,Black Riverdarter,海灣爪蜻,NA,LC,NA,N,N,N,N,NA,NA,NA,Y
1287,Dragonflies,Libellulidae,Orthetrum albistylum,White-tailed Skimmer,白尾灰蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1288,Dragonflies,Libellulidae,Orthetrum chrysis,Red-faced Skimmer,華麗灰蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1289,Dragonflies,Libellulidae,Orthetrum glaucum,Common Blue Skimmer,黑尾灰蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1290,Dragonflies,Libellulidae,Orthetrum luzonicum,Marsh Skimmer,呂宋灰蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1291,Dragonflies,Libellulidae,Orthetrum melania,Greater Blue Skimmer,異色灰蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1292,Dragonflies,Libellulidae,Orthetrum poecilops poecilops,Mangrove Skimmer,斑灰蜻,NA,GC,NA,N,N,N,N,NA,NA,VU,Y
1293,Dragonflies,Libellulidae,Orthetrum pruinosum neglectum,Common Red Skimmer,赤褐灰蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1294,Dragonflies,Libellulidae,Orthetrum sabina sabina,Green Skimmer,狹腹灰蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1295,Dragonflies,Libellulidae,Orthetrum triangulare triangulare,Lesser Blue Skimmer,鼎脈灰蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1296,Dragonflies,Libellulidae,Palpopleura sexmaculata sexmaculata,Asian Widow,六斑曲緣蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1297,Dragonflies,Libellulidae,Pantala flavescens,Wandering Glider,黃蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1298,Dragonflies,Libellulidae,Potamarcha congener,Blue Chaser,濕地狹翅蜻,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1299,Dragonflies,Libellulidae,Pseudothemis zonata,Pied Skimmer,玉帶蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1300,Dragonflies,Libellulidae,Rhodothemis rufa,Ruby Darter,紅胭蜻,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1301,Dragonflies,Libellulidae,Rhyothemis fuliginosa,,黑麗翅蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1302,Dragonflies,Libellulidae,Rhyothemis triangularis,Sapphire Flutterer,三角麗翅蜻,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1303,Dragonflies,Libellulidae,Rhyothemis variegata arria,Variegated Flutterer,斑麗翅蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1304,Dragonflies,Libellulidae,Sympetrum darwinianum,,夏赤蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1305,Dragonflies,Libellulidae,Sympetrum fonscolombii,Red-veined Darter,方氏赤蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1306,Dragonflies,Libellulidae,Tholymis tillarga,Evening Skimmer,雲斑蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1307,Dragonflies,Libellulidae,Tramea transmarina euryale,Ocean Glider,海神斜痣蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1308,Dragonflies,Libellulidae,Tramea virginia,Saddlebag Glider,華斜痣蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1309,Dragonflies,Libellulidae,Trithemis aurora,Crimson Dropwing,曉褐蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1310,Dragonflies,Libellulidae,Trithemis festiva,Indigo Dropwing,慶褐蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1311,Dragonflies,Libellulidae,Trithemis pallidinervis,Dancing Dropwing,灰脈褐蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1312,Dragonflies,Libellulidae,Urothemis signata signata,Scarlet Basker,赤斑曲鈎脈蜻,NA,LC,NA,N,N,N,N,NA,NA,LC,Y
1313,Dragonflies,Libellulidae,Zygonyx asahinai,Chinese Cascader,朝比奈虹蜻,NA,GC,NA,N,N,N,N,NA,NA,LC,Y
1314,Dragonflies,Libellulidae,Zygonyx iris insignis,Emerald Cascader,彩虹蜻,NA,PGC,NA,N,N,N,N,NA,NA,LC,Y
1315,Dragonflies,Libellulidae,Zyxomma petiolatum,Dingy Dusk-darter,細腹開臀蜻,NA,NA,NA,N,N,N,N,NA,NA,LC,N
1316,Plants,Acanthaceae,Acanthus ilicifolius,Spiny Bears Breech,老鼠簕,Native,NA,NA,N,N,N,N,NA,N,NA,N
1317,Plants,Acanthaceae,Acanthus ilicifolius var. xiamenensis,,廈門老鼠簕,Native,NA,NA,N,N,N,N,NA,N,NA,N
1318,Plants,Acanthaceae,Andrographis paniculata,Kariyat,"穿心蓮, 鬚藥草",Exotic,NA,restricted,N,N,N,N,NA,N,NA,N
1319,Plants,Acanthaceae,Asystasia gangetica,,寬葉十萬錯,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1320,Plants,Acanthaceae,Asystasia micrantha,,小花十萬錯,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1321,Plants,Acanthaceae,Barleria cristata,Philippine Violet,"假杜鵑, 鴨仔花",Exotic,NA,restricted,N,N,N,N,NA,N,NA,N
1322,Plants,Acanthaceae,Barleria lupulina,Hop-headed Barleria,有刺鴨咀花,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1323,Plants,Acanthaceae,Clinacanthus nutans,,鱷嘴花,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1324,Plants,Acanthaceae,Codonacanthus pauciflorus,,"鐘花草, 鐘刺草",Native,NA,NA,N,N,N,N,NA,N,NA,N
1325,Plants,Acanthaceae,Dicliptera chinensis,,狗肝菜,Native,NA,restricted,N,N,N,N,NA,N,NA,Y
1326,Plants,Acanthaceae,Dipteracanthus repens,,"楠草, 蘆莉草",Native,NA,NA,N,N,N,N,NA,N,NA,N
1327,Plants,Acanthaceae,Eranthemum andersoni,Anderson's Eranthemum,安氏可愛花,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1328,Plants,Acanthaceae,Eranthemum pulchellum,Blue Eranthemum,可愛花,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1329,Plants,Acanthaceae,Fittonia verschaffeltii var. argyroneura,Snail Plant,"白脈網紋草, 白脈費道花",Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1330,Plants,Acanthaceae,Fittonia verschaffeltii var. pearsei,Snail Plant,"紅脈網紋草, 紅脈費道花",Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1331,Plants,Acanthaceae,Hygrophila erecta,,小葉水蓑衣,Native,NA,NA,N,N,N,N,NA,N,NA,N
1332,Plants,Acanthaceae,Hygrophila megalantha,,大花水蓑衣,Native,NA,NA,N,N,N,N,NA,N,NA,N
1333,Plants,Acanthaceae,Hygrophila salicifolia,,水蓑衣,Native,NA,NA,N,N,N,N,NA,N,NA,N
1334,Plants,Acanthaceae,Hypoestes purpurea,,"槍刀藥, 紅絲線",Native,NA,restricted,N,N,N,N,NA,N,NA,Y
1335,Plants,Acanthaceae,Hypoestes sanguinolenta,Freckleface,斑葉槍刀藥,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1336,Plants,Acanthaceae,Jacobinia velutina,,串心花,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1337,Plants,Acanthaceae,Justicia adhatoda,Malabar Nut,鴨嘴花,Exotic,NA,restricted,N,N,N,N,NA,N,NA,N
1338,Plants,Acanthaceae,Justicia austrosinensis,,華南爵床,Native,NA,NA,N,N,N,N,NA,N,NA,N
1339,Plants,Acanthaceae,Justicia brandegeeana,Shrimp Plant,蝦衣草,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1340,Plants,Acanthaceae,Justicia carnea,Flamingo Plant,珊瑚花,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1341,Plants,Acanthaceae,Justicia championii,,"杜根藤, 杉氏爵床",Native,NA,restricted,N,N,N,N,NA,N,NA,Y
1342,Plants,Acanthaceae,Justicia gendarussa,White Justicia,"小駁骨, 駁骨丹, 小還魂",Native,NA,NA,N,N,N,N,NA,N,NA,N
1343,Plants,Acanthaceae,Justicia hayatai,,早田氏爵床,Native,NA,NA,N,N,N,N,NA,N,NA,N
1344,Plants,Acanthaceae,Justicia procumbens,Purple Justicia,"爵床, 鼠尾紅",Native,NA,NA,N,N,N,N,NA,N,NA,N
1345,Plants,Acanthaceae,Justicia ventricosa,,"黑葉小駁骨, 黑葉爵床",Native,NA,NA,N,N,N,N,NA,N,NA,N
1346,Plants,Acanthaceae,Lepidagathis incurva,,鱗花草,Native,NA,NA,N,N,N,N,NA,N,NA,N
1347,Plants,Acanthaceae,Odontonema tubiforme,,紅樓花,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1348,Plants,Acanthaceae,Pachystachys lutea,Lollypops,"金苞花, 黃鴨咀花",Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1349,Plants,Acanthaceae,Pseuderanthemum carruthersii,,擬美花,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1350,Plants,Acanthaceae,Pseuderanthemum carruthersii 'Variegatum',,斑葉擬美花,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1351,Plants,Acanthaceae,Rhinacanthus nasutus,,"靈枝草, 扭序花, 仙鶴草",Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1352,Plants,Acanthaceae,Ruellia coerulea,,蘭花草,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1353,Plants,Acanthaceae,Rungia chinensis,,中華孩兒草,Native,NA,very rare,N,N,N,N,NA,N,NA,Y
1354,Plants,Acanthaceae,Rungia pectinata,,孩兒草,Native,NA,rare,N,N,N,N,NA,N,NA,Y
1355,Plants,Acanthaceae,Sanchezia parvibracteata,,小苞黃脈爵床,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1356,Plants,Acanthaceae,Staurogyne concinnula,,糙葉叉柱花,Native,NA,NA,N,N,N,N,NA,N,NA,N
1357,Plants,Acanthaceae,Strobilanthes apricus,,山一籠雞,Native,NA,NA,N,N,N,N,NA,N,NA,N
1358,Plants,Acanthaceae,Strobilanthes cusia,,馬藍,Native,NA,NA,N,N,N,N,NA,N,NA,N
1359,Plants,Acanthaceae,Strobilanthes dalzielii,,曲枝馬藍,Native,NA,restricted,N,N,N,N,NA,N,NA,Y
1360,Plants,Acanthaceae,Strobilanthes dimorphotricha,,"球花馬藍, 腺毛馬藍",Native,NA,very rare,N,N,N,N,NA,N,NA,Y
1361,Plants,Acanthaceae,Strobilanthes tetraspermus,,四子馬藍,Native,NA,restricted,N,N,N,N,NA,N,NA,Y
1362,Plants,Acanthaceae,Thunbergia alata,Black-eyed Susan,翼葉老鴉嘴,Exotic,NA,restricted,N,N,N,N,NA,N,NA,N
1363,Plants,Acanthaceae,Thunbergia erecta,Bush Thunbergia,硬枝老鴉嘴,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1364,Plants,Acanthaceae,Thunbergia fragrans,White Thunbergia,"碗花草, 老鴉嘴",Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1365,Plants,Acanthaceae,Thunbergia grandiflora,Large-flowered Thunbergia,大花老鴉嘴,Native,NA,NA,N,N,N,N,NA,N,NA,N
1366,Plants,Acanthaceae,Thunbergia laurifolia,Laurel-leaved Thunbergia,桂葉老鴉嘴,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1367,Plants,Acanthaceae,Thunbergia mysorensis,,黃花老鴉嘴,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1368,Plants,Aceraceae,Acer buergerianum,,三角槭,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1369,Plants,Aceraceae,Acer palmatum,,雞爪槭,Exotic,NA,NA,N,N,N,N,NA,N,NA,N
1370,Plants,Aceraceae,Acer reticulatum,Long-leaved Maple,"網脈槭, 長葉槭",Native,NA,rare,N,N,N,N,NA,N,NA,Y
1371,Plants,Aceraceae,Acer sino-oblongum,South China Maple,"濱海槭, 華南飛蛾樹, 劍葉槭",Native,NA,NA,N,N,N,N,NA,N,NA,N
1372,Plants,Aceraceae,Acer tutcheri,Tutcher's Maple,嶺南槭,Native,NA,restricted,N,N,N,Y,NA,N,NA,Y
1373,Plants,Acoraceae,Acorus gramineus,"Grass-leaved Sweet Flag, Sweet-Flag","金錢蒲, 石菖蒲",Native,NA,NA,N,N,N,N,NA,N,NA,N
1374,Plants,Acrostichaceae,Acrostichum aureum,"Leather Fern, Mangrove Fern",鹵蕨,Native,NA,restricted,N,N,N,N,NA,N,NA,Y
1375,Plants,Actinidiaceae,Actinidia callosa var. discolor,,異色獼猴桃,Native,NA,very rare,N,N,N,N,NA,N,NA,Y
1376,Plants,Actinidiaceae,Actinidia latifolia,Broad-leaved Actinidia,闊葉獼猴桃,Native,NA,restricted,N,N,N,N,NA,N,NA,Y
1377,Plants,Actinidiaceae,Saurauia tristyla,,"水東哥, 米花樹",Native,NA,NA,N,N,N,N,NA,N,NA,N
1378,Plants,Adiantaceae,Adiantum capillus-veneris,"Maidenhair, Venus' hair Fern",鐵線蕨,Native,NA,NA,N,N,N,N,NA,N,NA,N
1379,Plants,Adiantaceae,Adiantum caudatum,"Walking Maidenhair, Walking Fern",鞭葉鐵線蕨,Native,NA,restricted,N,N,N,N,NA,N,NA,Y
1380,Plants,Adiantaceae,Adiantum flabellulatum,Fan-leaved Maidenhair,扇葉鐵線蕨,Native,NA,NA,N,N,N,N,NA,N,NA,N
1381,Plants,Adiantaceae,Adiantum malesianum,Walking Maidenhair Fern,南洋鐵線蕨,Native,NA,NA,N,N,N,N,NA,N,NA,N
1382,Plants,Adiantaceae,Adiantum philippense,"Philippine Maidenhair, Crescent Maidenhair","半月形鐵線蕨, 菲島鐵線蕨",Native,NA,restricted,N,N,N,N,NA,N,NA,Y
