RowID,Taxa,Family,ChecklistName,CommonName,中文名稱,NativePlant,Fellowes2002,Corlett2000,Cap96,Cap170,Cap586,RarePreciousPlant,ChinaRedListVertebrates,ChinaRedDataPlant,IUCNRedList,ConservationConcern
1,Mammals,Pteropodidae,Cynopterus sphinx,Short-nosed Fruit Bat,短吻果蝠,NA,NA,NA,N,Y,N,N,NT,NA,LC,Y
2,Mammals,Pteropodidae,Rousettus leschenaultii,Leschenault's Rousette,棕果蝠,NA,LC,NA,N,Y,N,N,LC,NA,NT,Y
3,Mammals,Hipposideridae,Hipposideros armiger,Himalayan Leaf-nosed Bat,大蹄蝠,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
4,Mammals,Hipposideridae,Hipposideros gentilis,Andersen's Leaf-nosed Bat,小蹄蝠,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
5,Mammals,Rhinolophidae,Rhinolophus affinis,Intermediate Horseshoe Bat,中菊頭蝠,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
6,Mammals,Rhinolophidae,Rhinolophus pusillus,Least Horseshoe Bat,小菊頭蝠,NA,PRC,NA,N,Y,N,N,LC,NA,LC,Y
7,Mammals,Rhinolophidae,Rhinolophus sinicus,Chinese Horseshoe Bat,中華菊頭蝠,NA,NA,NA,N,Y,N,N,LC,NA,LC,Y
8,Mammals,Emballonuridae,Taphozous melanopogon,Black-bearded Tomb Bat,黑鬚墓蝠,NA,NA,NA,N,Y,N,N,LC,NA,LC,Y
9,Mammals,Molossidae,Chaerephon plicatus,Wrinkle-lipped Free-tailed Bat,皺唇犬吻蝠,NA,NA,NA,N,Y,N,N,LC,NA,LC,Y
10,Mammals,Miniopteridae,Miniopterus fuliginosus,Common Bent-winged Bat,長翼蝠,NA,LC,NA,N,Y,N,N,NT,NA,NE,Y
11,Mammals,Vespertilionidae,Miniopterus magnater,Greater Bent-winged Bat,大長翼蝠,NA,PRC,NA,N,Y,N,N,NT,NA,LC,Y
12,Mammals,Miniopteridae,Miniopterus pusillus,Lesser Bent-winged Bat,南長翼蝠,NA,LC,NA,N,Y,N,N,NT,NA,LC,Y
13,Mammals,Vespertilionidae,Nyctalus plancyi,Chinese Noctule,中華山蝠,NA,PRC,NA,N,Y,N,N,LC,NA,LC,Y
14,Mammals,Vespertilionidae,Tylonycteris fulvida,Lesser Bamboo Bat,扁顱蝠,NA,LC,NA,N,Y,N,N,LC,NA,NE,Y
15,Mammals,Vespertilionidae,Tylonycteris tonkinensis,Greater Bamboo Bat,褐扁顱蝠,NA,NA,NA,N,Y,N,N,NT,NA,NE,Y
16,Mammals,Vespertilionidae,Pipistrellus abramus,Japanese Pipistrelle,東亞家蝠,NA,NA,NA,N,Y,N,N,LC,NA,LC,Y
17,Mammals,Vespertilionidae,Pipistrellus tenuis,Least Pipistrelle,小伏翼,NA,NA,NA,N,Y,N,N,NT,NA,LC,Y
18,Mammals,Vespertilionidae,Pipistrellus sp.1,Unidentified Pipistrelle,,NA,NA,NA,N,Y,N,N,NA,NA,NA,Y
19,Mammals,Vespertilionidae,Hypsugo pulveratus,Chinese Pipistrelle,灰伏翼,NA,LC,NA,N,Y,N,N,NT,NA,LC,Y
20,Mammals,Vespertilionidae,Eptesicus pachyomus,Serotine,大棕蝠,NA,NA,NA,N,Y,N,N,LC,NA,LC,Y
21,Mammals,Vespertilionidae,Scotophilus kuhlii,Lesser Yellow Bat,中黃蝠,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
22,Mammals,Vespertilionidae,Myotis chinensis,Chinese Myotis,中華鼠耳蝠,NA,LC,NA,N,Y,N,N,NT,NA,LC,Y
23,Mammals,Vespertilionidae,Myotis horsfieldii,Horsfield's Myotis,霍氏鼠耳蝠,NA,PRC,NA,N,Y,N,N,LC,NA,LC,Y
24,Mammals,Vespertilionidae,Myotis muricola,Whiskered Myotis,喜山鼠耳蝠,NA,NA,NA,N,Y,N,N,NT,NA,LC,Y
25,Mammals,Vespertilionidae,Myotis pilosus,Rickett's Big-footed Myotis,大足鼠耳蝠,NA,LC,NA,N,Y,N,N,NT,NA,VU,Y
26,Mammals,Bovidae,Bos taurus,Domestic Ox,黃牛,NA,NA,NA,N,N,N,N,NA,NA,NA,N
27,Mammals,Bovidae,Bubalus bubalis,Domestic Water Buffalo,水牛,NA,NA,NA,N,N,N,N,NA,NA,NA,N
28,Mammals,Cervidae,Muntiacus vaginalis,Red Muntjac,赤麂,NA,PRC,NA,N,N,N,N,NT,NA,LC,Y
29,Mammals,Suidae,Sus scrofa,Eurasian Wild Pig,野豬,NA,NA,NA,N,N,N,N,LC,NA,LC,N
30,Mammals,Canidae,Canis lupus familiaris,Domestic Dog,野狗,NA,NA,NA,N,N,N,N,NA,NA,NA,N
31,Mammals,Felidae,Felis catus,Domestic Cat,野貓,NA,NA,NA,N,N,N,N,NA,NA,NA,N
32,Mammals,Felidae,Prionailurus bengalensis,Leopard Cat,豹貓,NA,NA,NA,N,Y,Y,N,VU,NA,LC,Y
33,Mammals,Herpestidae,Herpestes javanicus,Small Asian Mongoose,紅頰獴,NA,NA,NA,N,Y,N,N,VU,NA,LC,Y
34,Mammals,Herpestidae,Herpestes urva,Crab-eating Mongoose,食蟹獴,NA,LC,NA,N,Y,N,N,NT,NA,LC,Y
35,Mammals,Mustelidae,Lutra lutra,Eurasian Otter,歐亞水獺,NA,RC,NA,N,Y,Y,N,EN,NA,NT,Y
36,Mammals,Mustelidae,Melogale moschata,Small-toothed Ferret Badger,鼬獾,NA,NA,NA,N,Y,N,N,NT,NA,LC,Y
37,Mammals,Mustelidae,Mustela kathiah,Yellow-bellied Weasel,黃腹鼬,NA,LC,NA,N,N,N,N,NT,NA,LC,Y
38,Mammals,Viverridae,Paguma larvata,Masked Palm Civet,果子狸,NA,PRC,NA,N,Y,N,N,NT,NA,LC,Y
39,Mammals,Viverridae,Viverricula indica,Small Indian Civet,小靈貓,NA,NA,NA,N,Y,N,N,VU,NA,LC,Y
40,Mammals,Manidae,Manis pentadactyla,Chinese Pangolin,穿山甲,NA,RC,NA,N,Y,Y,N,CR,NA,CR,Y
41,Mammals,Cercopithecidae,Macaca fascicularis,Long-tailed Macaque,長尾獼猴,NA,NA,NA,N,Y,Y,N,NA,NA,EN,Y
42,Mammals,Cercopithecidae,Macaca mulatta,Rhesus Macaque,獼猴,NA,NA,NA,N,Y,Y,N,LC,NA,LC,Y
43,Mammals,Hystricidae,Hystrix brachyura,East Asian Porcupine,東亞豪豬,NA,PGC,NA,N,Y,N,N,LC,NA,LC,Y
44,Mammals,Muridae,Bandicota indica,Greater Bandicoot Rat,板齒鼠,NA,LC,NA,N,N,N,N,LC,NA,LC,Y
45,Mammals,Muridae,Mus caroli,Ryukyu Mouse,田鼷鼠,NA,NA,NA,N,N,N,N,LC,NA,LC,N
46,Mammals,Muridae,Mus musculus,House Mouse,小家鼠,NA,NA,NA,N,N,N,N,LC,NA,LC,N
47,Mammals,Muridae,Niviventer fulvescens,Chestnut Spiny Rat,針毛鼠,NA,NA,NA,N,N,N,N,LC,NA,LC,N
48,Mammals,Muridae,Rattus andamanensis,Indochinese Forest Rat,印支林鼠,NA,NA,NA,N,N,N,N,LC,NA,LC,N
49,Mammals,Muridae,Rattus losea,Lesser Rice-field Rat,黃毛鼠,NA,NA,NA,N,N,N,N,LC,NA,LC,N
50,Mammals,Muridae,Rattus norvegicus,Brown Rat,褐家鼠,NA,NA,NA,N,N,N,N,LC,NA,LC,N
51,Mammals,Muridae,Rattus rattus,Roof Rat,屋頂鼠,NA,NA,NA,N,N,N,N,NA,NA,LC,N
52,Mammals,Muridae,Rattus tanezumi,Asian House Rat,黃胸鼠,NA,NA,NA,N,N,N,N,LC,NA,LC,N
53,Mammals,Sciuridae,Callosciurus erythraeus,Pallas's Squirrel,赤腹松鼠,NA,NA,NA,N,Y,N,N,LC,NA,LC,Y
54,Mammals,Soricidae,Crocidura attenuata,Grey Shrew,灰麝鼩,NA,NA,NA,N,N,N,N,LC,NA,LC,N
55,Mammals,Soricidae,Suncus murinus,Musk Shrew,臭鼩,NA,NA,NA,N,N,N,N,LC,NA,LC,N
56,Birds,Phasianidae,Francolinus pintadeanus,Chinese Francolin,中華鷓鴣,NA,NA,NA,N,Y,N,N,NT,NA,LC,N
57,Birds,Phasianidae,Coturnix japonica,Japanese Quail,鵪鶉,NA,LC,NA,N,Y,N,N,LC,NA,NT,Y
58,Birds,Anatidae,Dendrocygna javanica,Lesser Whistling Duck,栗樹鴨,NA,NA,NA,N,Y,N,N,VU,NA,LC,Y
59,Birds,Anatidae,Anser anser,Greylag Goose,灰雁,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
60,Birds,Anatidae,Anser fabalis,Taiga Bean Goose,寒林豆雁,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
61,Birds,Anatidae,Anser serrirostris,Tundra Bean Goose,凍原豆雁,NA,NA,NA,N,Y,N,N,NA,NA,LC,N
62,Birds,Anatidae,Anser albifrons,Greater White-fronted Goose,白額雁,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
63,Birds,Anatidae,Anser erythropus,Lesser White-fronted Goose,小白額雁,NA,NA,NA,N,Y,N,N,VU,NA,VU,Y
64,Birds,Anatidae,Cygnus cygnus,Whooper Swan,大天鵝,NA,NA,NA,N,Y,N,N,NT,NA,LC,N
65,Birds,Anatidae,Tadorna tadorna,Common Shelduck,翹鼻麻鴨,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
66,Birds,Anatidae,Tadorna ferruginea,Ruddy Shelduck,赤麻鴨,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
67,Birds,Anatidae,Aix galericulata,Mandarin Duck,鴛鴦,NA,NA,NA,N,Y,N,N,NT,NA,LC,N
68,Birds,Anatidae,Nettapus coromandelianus,Cotton Pygmy Goose,棉鳧,NA,NA,NA,N,Y,N,N,EN,NA,LC,Y
69,Birds,Anatidae,Sibirionetta formosa,Baikal Teal,花臉鴨,NA,NA,NA,N,Y,Y,N,NT,NA,LC,Y
70,Birds,Anatidae,Spatula querquedula,Garganey,白眉鴨,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
71,Birds,Anatidae,Spatula clypeata,Northern Shoveler,琵嘴鴨,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
72,Birds,Anatidae,Mareca strepera,Gadwall,赤膀鴨,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
73,Birds,Anatidae,Mareca falcata,Falcated Duck,羅紋鴨,NA,RC,NA,N,Y,N,N,NT,NA,NT,Y
74,Birds,Anatidae,Mareca penelope,Eurasian Wigeon,赤頸鴨,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
75,Birds,Anatidae,Mareca americana,American Wigeon,綠眉鴨,NA,NA,NA,N,Y,N,N,DD,NA,LC,N
76,Birds,Anatidae,Anas luzonica,Philippine Duck,棕頸鴨,NA,NA,NA,N,Y,N,N,DD,NA,VU,Y
77,Birds,Anatidae,Anas poecilorhyncha,Indian Spot-billed Duck,印缅斑嘴鴨,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
78,Birds,Anatidae,Anas zonorhyncha,Chinese Spot-billed Duck,中華斑嘴鴨,NA,NA,NA,N,Y,N,N,NA,NA,LC,N
79,Birds,Anatidae,Anas platyrhynchos,Mallard,綠頭鴨,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
80,Birds,Anatidae,Anas acuta,Northern Pintail,針尾鴨,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
81,Birds,Anatidae,Anas crecca,Eurasian Teal,綠翅鴨,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
82,Birds,Anatidae,Anas carolinensis,Green-winged Teal,美洲綠翅鴨,NA,NA,NA,N,Y,N,N,NA,NA,LC,N
83,Birds,Anatidae,Netta rufina,Red-crested Pochard,赤嘴潛鴨,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
84,Birds,Anatidae,Aythya ferina,Common Pochard,紅頭潛鴨,NA,NA,NA,N,Y,N,N,LC,NA,VU,Y
85,Birds,Anatidae,Aythya baeri,Baer's Pochard,青頭潛鴨,NA,NA,NA,N,Y,N,N,CR,NA,CR,Y
86,Birds,Anatidae,Aythya nyroca,Ferruginous Duck,白眼潛鴨,NA,NA,NA,N,Y,N,N,NT,NA,NT,N
87,Birds,Anatidae,Aythya fuligula,Tufted Duck,鳳頭潛鴨,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
88,Birds,Anatidae,Aythya marila,Greater Scaup,斑背潛鴨,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
89,Birds,Anatidae,Melanitta stejnegeri,Stejneger's Scoter,斑臉海番鴨,NA,NA,NA,N,Y,N,N,NT,NA,LC,N
90,Birds,Anatidae,Melanitta americana,Black Scoter,黑海番鴨,NA,NA,NA,N,Y,N,N,DD,NA,NT,N
91,Birds,Anatidae,Bucephala clangula,Common Goldeneye,鵲鴨,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
92,Birds,Anatidae,Mergellus albellus,Smew,白秋沙鴨,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
93,Birds,Anatidae,Mergus serrator,Red-breasted Merganser,紅胸秋沙鴨,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
94,Birds,Caprimulgidae,Caprimulgus jotaka,Grey Nightjar,普通夜鷹,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
95,Birds,Caprimulgidae,Caprimulgus affinis,Savanna Nightjar,林夜鷹,NA,NA,NA,N,Y,N,N,DD,NA,LC,N
96,Birds,Apodidae,Aerodramus brevirostris,Himalayan Swiftlet,短嘴金絲燕,NA,NA,NA,N,Y,N,N,NT,NA,LC,N
97,Birds,Apodidae,Hirundapus caudacutus,White-throated Needletail,白喉針尾雨燕,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
98,Birds,Apodidae,Hirundapus cochinchinensis,Silver-backed Needletail,灰喉針尾雨燕,NA,NA,NA,N,Y,N,N,NT,NA,LC,N
99,Birds,Apodidae,Hirundapus giganteus,Brown-backed Needletail,褐背針尾雨燕,NA,NA,NA,N,Y,N,N,NA,NA,LC,N
100,Birds,Apodidae,Apus apus,Common Swift,普通雨燕,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
101,Birds,Apodidae,Apus pacificus,Pacific Swift,白腰雨燕,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
102,Birds,Apodidae,Apus nipalensis,House Swift,小白腰雨燕,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
103,Birds,Cuculidae,Centropus sinensis,Greater Coucal,褐翅鴉鵑,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
104,Birds,Cuculidae,Centropus bengalensis,Lesser Coucal,小鴉鵑,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
105,Birds,Cuculidae,Clamator coromandus,Chestnut-winged Cuckoo,紅翅鳳頭鵑,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
106,Birds,Cuculidae,Clamator jacobinus,Jacobin Cuckoo,斑翅鳳頭鵑,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
107,Birds,Cuculidae,Eudynamys scolopaceus,Asian Koel,噪鵑,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
108,Birds,Cuculidae,Cacomantis merulinus,Plaintive Cuckoo,八聲杜鵑,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
109,Birds,Cuculidae,Surniculus lugubris,Square-tailed Drongo-Cuckoo,烏鵑,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
110,Birds,Cuculidae,Hierococcyx sparverioides,Large Hawk-Cuckoo,大鷹鵑,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
111,Birds,Cuculidae,Hierococcyx hyperythrus,Northern Hawk-Cuckoo,北鷹鵑,NA,NA,NA,N,Y,N,N,NA,NA,LC,N
112,Birds,Cuculidae,Hierococcyx nisicolor,Hodgson's Hawk-Cuckoo,霍氏鷹鵑,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
113,Birds,Cuculidae,Cuculus poliocephalus,Lesser Cuckoo,小杜鵑,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
114,Birds,Cuculidae,Cuculus micropterus,Indian Cuckoo,四聲杜鵑,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
115,Birds,Cuculidae,Cuculus optatus,Oriental Cuckoo,東方中杜鵑,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
116,Birds,Cuculidae,Cuculus canorus,Common Cuckoo,大杜鵑,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
117,Birds,Columbidae,Columba livia,Rock Dove,原鴿,NA,NA,NA,N,N,N,N,LC,NA,LC,N
118,Birds,Columbidae,Streptopelia orientalis,Oriental Turtle Dove,山斑鳩,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
119,Birds,Columbidae,Streptopelia decaocto,Eurasian Collared Dove,灰斑鳩,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
120,Birds,Columbidae,Streptopelia tranquebarica,Red Collared Dove,火斑鳩,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
121,Birds,Columbidae,Spilopelia chinensis,Spotted Dove,珠頸斑鳩,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
122,Birds,Columbidae,Macropygia unchall,Barred Cuckoo-Dove,斑尾鵑鳩,NA,NA,NA,N,Y,N,N,NT,NA,LC,N
123,Birds,Columbidae,Chalcophaps indica,Common Emerald Dove,綠翅金鳩,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
124,Birds,Columbidae,Treron bicinctus,Orange-breasted Green Pigeon,橙胸綠鳩,NA,NA,NA,N,Y,N,N,NT,NA,LC,N
125,Birds,Columbidae,Treron curvirostra,Thick-billed Green Pigeon,厚嘴綠鳩,NA,NA,NA,N,Y,N,N,NT,NA,LC,N
126,Birds,Columbidae,Treron sphenurus,Wedge-tailed Green Pigeon,楔尾綠鳩,NA,NA,NA,N,Y,N,N,NT,NA,LC,N
127,Birds,Columbidae,Treron sieboldii,White-bellied Green Pigeon,紅翅綠鳩,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
128,Birds,Columbidae,Treron permagnus,Ryukyu Green Pigeon,紅頂綠鳩,NA,NA,NA,N,Y,N,N,VU,NA,LC,Y
129,Birds,Rallidae,Rallina eurizonoides,Slaty-legged Crake,灰腳秧雞,NA,NA,NA,N,Y,N,N,VU,NA,LC,Y
130,Birds,Rallidae,Lewinia striata,Slaty-breasted Rail,灰胸秧雞,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
131,Birds,Rallidae,Rallus aquaticus,Western Water Rail,西方秧雞,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
132,Birds,Rallidae,Rallus indicus,Eastern Water Rail,普通秧雞,NA,NA,NA,N,Y,N,N,NA,NA,LC,N
133,Birds,Rallidae,Zapornia akool,Brown Crake,紅腳苦惡鳥,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
134,Birds,Rallidae,Amaurornis phoenicurus,White-breasted Waterhen,白胸苦惡鳥,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
135,Birds,Rallidae,Zapornia pusilla,Baillon's Crake,小田雞,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
136,Birds,Rallidae,Zapornia fusca,Ruddy-breasted Crake,紅胸田雞,NA,LC,NA,N,Y,N,N,NT,NA,LC,Y
137,Birds,Rallidae,Zapornia paykullii,Band-bellied Crake,斑脇田雞,NA,NA,NA,N,Y,N,N,VU,NA,NT,Y
138,Birds,Rallidae,Poliolimnas cinereus,White-browed Crake,白眉田雞,NA,NA,NA,N,Y,N,N,DD,NA,LC,N
139,Birds,Rallidae,Gallicrex cinerea,Watercock,董雞,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
140,Birds,Rallidae,Porphyrio poliocephalus,Grey-headed Swamphen,紫水雞,NA,NA,NA,N,Y,N,N,VU,NA,LC,Y
141,Birds,Rallidae,Gallinula chloropus,Common Moorhen,黑水雞,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
142,Birds,Rallidae,Fulica atra,Eurasian Coot,骨頂雞,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
143,Birds,Gruidae,Leucogeranus leucogeranus,Siberian Crane,白鶴,NA,NA,NA,N,Y,Y,N,CR,NA,CR,Y
144,Birds,Gruidae,Grus grus,Common Crane,灰鶴,NA,NA,NA,N,Y,Y,N,NT,NA,LC,Y
145,Birds,Podicipedidae,Tachybaptus ruficollis,Little Grebe,小鸊鷉,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
146,Birds,Podicipedidae,Podiceps cristatus,Great Crested Grebe,鳳頭鸊鷉,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
147,Birds,Podicipedidae,Podiceps auritus,Horned Grebe,角鸊鷉,NA,NA,NA,N,Y,N,N,NT,NA,VU,Y
148,Birds,Podicipedidae,Podiceps nigricollis,Black-necked Grebe,黑頸鸊鷉,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
149,Birds,Turnicidae,Turnix tanki,Yellow-legged Buttonquail,黃腳三趾鶉,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
150,Birds,Turnicidae,Turnix suscitator,Barred Buttonquail,棕三趾鶉,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
151,Birds,Burhinidae,Esacus recurvirostris,Great Stone-Curlew,大石鴴,NA,NA,NA,N,Y,N,N,LC,NA,NT,N
152,Birds,Haematopodidae,Haematopus ostralegus,Eurasian Oystercatcher,蠣鷸,NA,NA,NA,N,Y,N,N,LC,NA,NT,N
153,Birds,Recurvirostridae,Himantopus himantopus,Black-winged Stilt,黑翅長腳鷸,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
154,Birds,Recurvirostridae,Recurvirostra avosetta,Pied Avocet,反嘴鷸,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
155,Birds,Charadriidae,Vanellus vanellus,Northern Lapwing,鳳頭麥雞,NA,LC,NA,N,Y,N,N,LC,NA,NT,Y
156,Birds,Charadriidae,Vanellus cinereus,Grey-headed Lapwing,灰頭麥雞,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
157,Birds,Charadriidae,Pluvialis apricaria,European Golden Plover,歐金鴴,NA,NA,NA,N,Y,N,N,DD,NA,LC,N
158,Birds,Charadriidae,Pluvialis fulva,Pacific Golden Plover,太平洋金斑鴴,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
159,Birds,Charadriidae,Pluvialis squatarola,Grey Plover,灰斑鴴,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
160,Birds,Charadriidae,Charadrius hiaticula,Common Ringed Plover,劍鴴,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
161,Birds,Charadriidae,Charadrius placidus,Long-billed Plover,長嘴鴴,NA,NA,NA,N,Y,N,N,NT,NA,LC,N
162,Birds,Charadriidae,Charadrius dubius,Little Ringed Plover,金眶鴴,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
163,Birds,Charadriidae,Charadrius alexandrinus,Kentish Plover,環頸鴴,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
164,Birds,Charadriidae,Charadrius dealbatus,White-faced Plover,白臉鴴,NA,NA,NA,N,Y,N,N,NA,NA,DD,N
165,Birds,Charadriidae,Charadrius mongolus,Lesser Sand Plover,蒙古沙鴴,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
166,Birds,Charadriidae,Charadrius leschenaultii,Greater Sand Plover,鐵嘴沙鴴,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
167,Birds,Charadriidae,Charadrius veredus,Oriental Plover,東方鴴,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
168,Birds,Rostratulidae,Rostratula benghalensis,Greater Painted-snipe,彩鷸,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
169,Birds,Jacanidae,Hydrophasianus chirurgus,Pheasant-tailed Jacana,水雉,NA,LC,NA,N,Y,N,N,NT,NA,LC,Y
170,Birds,Scolopacidae,Numenius phaeopus,Eurasian Whimbrel,中杓鷸,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
171,Birds,Scolopacidae,Numenius minutus,Little Curlew,小杓鷸,NA,LC,NA,N,Y,N,N,NT,NA,LC,Y
172,Birds,Scolopacidae,Numenius madagascariensis,Far Eastern Curlew,紅腰杓鷸,NA,LC,NA,N,Y,N,N,VU,NA,EN,Y
173,Birds,Scolopacidae,Numenius arquata,Eurasian Curlew,白腰杓鷸,NA,RC,NA,N,Y,N,N,NT,NA,NT,Y
174,Birds,Scolopacidae,Limosa lapponica,Bar-tailed Godwit,斑尾塍鷸,NA,LC,NA,N,Y,N,N,NT,NA,NT,Y
175,Birds,Scolopacidae,Limosa limosa,Black-tailed Godwit,黑尾塍鷸,NA,RC,NA,N,Y,N,N,LC,NA,NT,Y
176,Birds,Scolopacidae,Arenaria interpres,Ruddy Turnstone,翻石鷸,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
177,Birds,Scolopacidae,Calidris tenuirostris,Great Knot,大濱鷸,NA,LC,NA,N,Y,N,N,VU,NA,EN,Y
178,Birds,Scolopacidae,Calidris canutus,Red Knot,紅腹濱鷸,NA,LC,NA,N,Y,N,N,VU,NA,NT,Y
179,Birds,Scolopacidae,Calidris pugnax,Ruff,流蘇鷸,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
180,Birds,Scolopacidae,Calidris falcinellus,Broad-billed Sandpiper,闊嘴鷸,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
181,Birds,Scolopacidae,Calidris acuminata,Sharp-tailed Sandpiper,尖尾濱鷸,NA,LC,NA,N,Y,N,N,LC,NA,VU,Y
182,Birds,Scolopacidae,Calidris ferruginea,Curlew Sandpiper,彎嘴濱鷸,NA,RC,NA,N,Y,N,N,LC,NA,NT,Y
183,Birds,Scolopacidae,Calidris temminckii,Temminck's Stint,青腳濱鷸,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
184,Birds,Scolopacidae,Calidris subminuta,Long-toed Stint,長趾濱鷸,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
185,Birds,Scolopacidae,Calidris pygmaea,Spoon-billed Sandpiper,勺嘴鷸,NA,GC,NA,N,Y,N,N,CR,NA,CR,Y
186,Birds,Scolopacidae,Calidris ruficollis,Red-necked Stint,紅頸濱鷸,NA,LC,NA,N,Y,N,N,LC,NA,NT,Y
187,Birds,Scolopacidae,Calidris alba,Sanderling,三趾濱鷸,NA,LC,NA,N,Y,N,N,LC,NA,LC,Y
188,Birds,Scolopacidae,Calidris alpina,Dunlin,黑腹濱鷸,NA,RC,NA,N,Y,N,N,LC,NA,LC,Y
189,Birds,Scolopacidae,Calidris minuta,Little Stint,小濱鷸,NA,LC,NA,N,Y,N,N,DD,NA,LC,Y
190,Birds,Scolopacidae,Calidris subruficollis,Buff-breasted Sandpiper,飾胸鷸,NA,NA,NA,N,Y,N,N,DD,NA,NT,N
191,Birds,Scolopacidae,Calidris melanotos,Pectoral Sandpiper,斑胸濱鷸,NA,LC,NA,N,Y,N,N,DD,NA,LC,Y
192,Birds,Scolopacidae,Limnodromus semipalmatus,Asian Dowitcher,半蹼鷸,NA,RC,NA,N,Y,N,N,NT,NA,NT,Y
193,Birds,Scolopacidae,Limnodromus scolopaceus,Long-billed Dowitcher,長嘴鷸,NA,NA,NA,N,Y,N,N,DD,NA,LC,N
194,Birds,Scolopacidae,Scolopax rusticola,Eurasian Woodcock,丘鷸,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
195,Birds,Scolopacidae,Gallinago stenura,Pintail Snipe,針尾沙錐,NA,NA,NA,N,Y,N,N,LC,NA,LC,N
